InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,Doubles,Triples,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,TotalPlayerAwards,LastYearPlayed,ID
FALSE,FALSE,Dud Lee,5,732,80,163,20,9,0,60,12,0.222677595628415,0.274590163934426,0,0,0,0,0,201,0,1926,1355
FALSE,FALSE,Clarence Huber,4,854,95,225,47,13,6,93,12,0.263466042154567,0.370023419203747,0,0,0,0,0,316,0,1926,1357
FALSE,FALSE,Jimmy Hudgens,3,39,4,11,3,1,0,1,0,0.282051282051282,0.41025641025641,0,0,0,0,0,16,0,1926,1358
FALSE,FALSE,Jimmy Johnston,13,5070,754,1493,185,75,22,410,169,0.294477317554241,0.373570019723866,0,0,0,0,0,1894,0,1926,1360
FALSE,FALSE,Howard Fitzgerald,3,140,15,36,3,0,0,14,2,0.257142857142857,0.278571428571429,0,0,0,0,0,39,0,1926,1361
FALSE,FALSE,Boob Fowler,4,175,30,57,7,2,1,18,3,0.325714285714286,0.405714285714286,0,0,0,0,0,71,0,1926,1363
FALSE,FALSE,Chappie Geygan,3,103,7,26,5,2,0,4,0,0.252427184466019,0.339805825242718,0,0,0,0,0,35,0,1926,1364
FALSE,FALSE,Ray Grimes,6,1537,269,505,101,25,27,263,21,0.328562134027326,0.479505530253741,0,0,0,0,0,737,0,1926,1366
FALSE,FALSE,Tom Gulley,3,58,10,12,4,2,0,9,0,0.206896551724138,0.344827586206897,0,0,0,0,0,20,0,1926,1367
FALSE,FALSE,Lew Wendell,5,100,3,18,2,1,0,10,0,0.18,0.22,0,0,0,0,0,22,0,1926,1369
FALSE,TRUE,Bill Wambsganss,13,5237,710,1359,215,59,7,520,140,0.259499713576475,0.327095665457323,0,0,0,0,0,1713,0,1926,1370
FALSE,FALSE,Ernie Vick,4,112,12,26,7,1,0,7,0,0.232142857142857,0.3125,0,0,0,0,0,35,0,1926,1372
FALSE,TRUE,Ross Youngs,10,4627,812,1491,236,93,42,592,153,0.322239031770045,0.440674303004106,0,0,0,0,0,2039,5,1926,1373
FALSE,FALSE,Sid Womack,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1926,1375
FALSE,FALSE,George Stutz,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926,1376
FALSE,FALSE,Al Stokes,2,138,14,25,3,4,0,7,0,0.181159420289855,0.260869565217391,0,0,0,0,0,36,0,1926,1378
FALSE,FALSE,Eddie Taylor,1,272,37,73,8,2,0,33,4,0.268382352941176,0.3125,0,0,0,0,0,85,0,1926,1379
FALSE,FALSE,Hank Schreiber,5,91,10,18,5,0,0,6,0,0.197802197802198,0.252747252747253,0,0,0,0,0,23,0,1926,1381
FALSE,FALSE,Red Shannon,7,1070,124,277,38,22,0,91,21,0.258878504672897,0.335514018691589,0,0,0,0,0,359,0,1926,1382
FALSE,FALSE,Mike Smith,1,7,0,1,0,0,0,0,0,0.142857142857143,0.142857142857143,0,0,0,0,0,1,0,1926,1384
FALSE,FALSE,Scottie Slayback,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926,1385
FALSE,FALSE,Oscar Siemer,2,119,8,29,1,1,1,11,0,0.243697478991597,0.294117647058824,0,0,0,0,0,35,0,1926,1387
FALSE,FALSE,Eddie Murphy,11,2373,411,680,66,32,4,195,111,0.286557100716393,0.346396965865992,0,0,0,0,0,822,0,1926,1388
FALSE,FALSE,Walter Mueller,4,345,46,95,10,7,2,49,4,0.27536231884058,0.36231884057971,0,0,0,0,0,125,0,1926,1390
FALSE,FALSE,Ralph Michaels,3,61,11,18,1,0,0,8,1,0.295081967213115,0.311475409836066,0,0,0,0,0,19,0,1926,1391
FALSE,FALSE,Al Moore,2,89,12,19,4,0,0,10,2,0.213483146067416,0.258426966292135,0,0,0,0,0,23,0,1926,1393
FALSE,FALSE,Emmet McCann,3,194,19,44,6,1,0,18,2,0.22680412371134,0.268041237113402,0,0,0,0,0,52,0,1926,1394
FALSE,FALSE,Bob Rice,1,54,3,8,0,1,0,10,0,0.148148148148148,0.185185185185185,0,0,0,0,0,10,0,1926,1396
FALSE,FALSE,Sy Rosenthal,2,357,40,95,17,5,4,42,5,0.266106442577031,0.375350140056022,0,0,0,0,0,134,0,1926,1397
FALSE,FALSE,Babe Pinelli,8,2617,327,723,101,33,5,298,71,0.276270538784868,0.34581581964081,0,0,0,0,0,905,0,1927,1399
FALSE,FALSE,Eddie Pick,3,191,25,34,5,2,2,17,0,0.178010471204188,0.256544502617801,0,0,0,0,0,49,0,1927,1400
FALSE,FALSE,Harry O'Donnell,1,16,1,1,0,0,0,2,0,0.0625,0.0625,0,0,0,0,0,1,0,1927,1402
FALSE,FALSE,Mickey O'Neil,9,1995,177,475,41,23,4,179,18,0.238095238095238,0.287719298245614,0,0,0,0,0,574,0,1927,1403
FALSE,TRUE,Roger Peckinpaugh,17,7233,1006,1876,256,75,48,740,205,0.259366791096364,0.335407161620351,0,1,0,0,0,2426,4,1927,1405
FALSE,FALSE,Ernie Padgett,5,838,84,223,34,17,1,81,8,0.266109785202864,0.350835322195704,0,0,0,0,0,294,0,1927,1406
FALSE,FALSE,Pat McNulty,5,820,132,238,36,9,6,84,22,0.290243902439024,0.378048780487805,0,0,0,0,0,310,0,1927,1408
FALSE,TRUE,Stuffy McInnis,19,7822,872,2405,312,101,20,1063,172,0.307466121196625,0.380848887752493,0,0,0,0,0,2979,5,1927,1409
FALSE,FALSE,Rube Lutzke,5,1876,216,468,87,18,4,223,23,0.249466950959488,0.321428571428571,0,0,0,0,0,603,0,1927,1411
FALSE,FALSE,Bill Moore,2,87,9,18,2,0,0,4,0,0.206896551724138,0.229885057471264,0,0,0,0,0,20,0,1927,1412
FALSE,FALSE,Johnny Mokan,7,1936,282,563,98,17,32,273,26,0.290805785123967,0.408574380165289,0,0,0,0,0,791,0,1927,1414
FALSE,FALSE,Joe Mellana,1,7,1,2,0,0,0,2,0,0.285714285714286,0.285714285714286,0,0,0,0,0,2,0,1927,1415
FALSE,FALSE,Bernie Neis,8,1825,297,496,84,18,25,210,46,0.271780821917808,0.378630136986301,0,0,0,0,0,691,0,1927,1417
FALSE,FALSE,Ed Sicking,5,597,51,135,13,2,0,59,14,0.226130653266332,0.254606365159129,0,0,0,0,0,152,0,1927,1418
FALSE,FALSE,Freddy Spurgeon,4,1176,181,335,47,7,1,100,23,0.284863945578231,0.339285714285714,0,0,0,0,0,399,0,1927,1420
FALSE,FALSE,Frank Snyder,16,4229,331,1122,170,44,47,525,37,0.265310948214708,0.359659493970206,0,0,0,0,0,1521,3,1927,1421
FALSE,FALSE,Bobby Schang,3,186,14,35,7,4,0,6,3,0.188172043010753,0.268817204301075,0,0,0,0,0,50,0,1927,1423
FALSE,FALSE,Rusty Saunders,1,15,2,2,1,0,0,2,0,0.133333333333333,0.2,0,0,0,0,0,3,0,1927,1424
FALSE,FALSE,Herb Thomas,3,235,27,52,11,4,1,15,7,0.221276595744681,0.314893617021277,0,0,0,0,0,74,0,1927,1426
FALSE,FALSE,Dutch Ussat,2,17,4,3,0,1,0,2,0,0.176470588235294,0.294117647058824,0,0,0,0,0,5,0,1927,1427
FALSE,FALSE,Harry Wilke,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,1429
FALSE,FALSE,Kid Willson,2,11,3,1,0,0,0,1,0,0.0909090909090909,0.0909090909090909,0,0,0,0,0,1,0,1927,1430
FALSE,FALSE,Bob Way,1,3,3,1,0,0,0,1,0,0.333333333333333,0.333333333333333,0,0,0,0,0,1,0,1927,1432
FALSE,FALSE,Frank Welch,9,2310,310,634,100,31,41,295,18,0.274458874458874,0.397835497835498,0,0,0,0,0,919,0,1927,1433
FALSE,FALSE,Sid Graves,1,20,5,5,1,1,0,2,1,0.25,0.4,0,0,0,0,0,8,0,1927,1435
FALSE,TRUE,Heinie Groh,16,6074,918,1774,308,87,26,566,180,0.292064537372407,0.384260783668094,0,0,0,0,0,2334,8,1927,1436
FALSE,FALSE,Frank Gibson,8,1155,121,317,57,19,8,146,12,0.274458874458874,0.377489177489177,0,0,0,0,0,436,0,1927,1438
FALSE,FALSE,Jack Fournier,15,5208,822,1631,252,113,136,859,145,0.313172043010753,0.483294930875576,0,0,0,0,0,2517,0,1927,1439
FALSE,FALSE,John Freeman,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,1441
FALSE,FALSE,Chick Fewster,11,1963,282,506,91,12,6,167,57,0.25776872134488,0.325522159959246,0,0,0,0,0,639,0,1927,1442
FALSE,FALSE,Tex Jeanes,5,73,15,20,4,0,1,11,1,0.273972602739726,0.36986301369863,0,0,0,0,0,27,0,1927,1444
FALSE,FALSE,Baby Doll Jacobson,11,5507,787,1714,328,94,83,821,86,0.311240239694934,0.45015434901035,0,0,0,0,0,2479,0,1927,1445
FALSE,FALSE,Marty Karow,1,10,0,2,1,0,0,0,0,0.2,0.3,0,0,0,0,0,3,0,1927,1447
FALSE,FALSE,Bill Hohman,1,18,1,5,0,0,0,0,0,0.277777777777778,0.277777777777778,0,0,0,0,0,5,0,1927,1448
FALSE,FALSE,Bill Lamar,9,2040,303,633,114,23,19,245,25,0.310294117647059,0.416666666666667,0,0,0,0,0,850,0,1927,1450
FALSE,FALSE,Johnny Bassler,9,2319,250,704,99,16,1,318,13,0.303579128934886,0.361362656317378,0,0,0,0,0,838,2,1927,1451
FALSE,FALSE,Jim Battle,1,8,1,3,0,1,0,0,0,0.375,0.625,0,0,0,0,0,5,0,1927,1453
FALSE,FALSE,Charlie Bates,1,38,5,9,2,2,0,2,3,0.236842105263158,0.394736842105263,0,0,0,0,0,15,0,1927,1454
FALSE,FALSE,Herschel Bennett,5,877,135,242,41,13,7,104,13,0.27594070695553,0.376282782212087,0,0,0,0,0,330,0,1927,1456
FALSE,FALSE,Lefty Atkinson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,1457
FALSE,FALSE,Spencer Adams,4,395,61,101,16,5,0,38,5,0.255696202531646,0.321518987341772,0,0,0,0,0,127,0,1927,1459
FALSE,FALSE,Fred Bratschi,3,196,12,54,11,1,0,22,0,0.275510204081633,0.341836734693878,0,0,0,0,0,67,0,1927,1460
FALSE,FALSE,John Churry,4,18,1,5,1,0,0,1,0,0.277777777777778,0.333333333333333,0,0,0,0,0,6,0,1927,1462
FALSE,FALSE,Danny Clark,3,582,75,161,36,8,5,93,5,0.276632302405498,0.391752577319588,0,0,0,0,0,228,0,1927,1463
FALSE,FALSE,Cleo Carlyle,1,278,31,65,12,8,1,28,4,0.233812949640288,0.345323741007194,0,0,0,0,0,96,0,1927,1465
FALSE,FALSE,Chuck Corgan,2,104,7,23,2,1,0,1,0,0.221153846153846,0.259615384615385,0,0,0,0,0,27,0,1927,1466
FALSE,FALSE,Bernie DeViveiros,2,23,4,5,1,0,0,2,1,0.217391304347826,0.260869565217391,0,0,0,0,0,6,0,1927,1468
FALSE,FALSE,Al DeVormer,5,477,50,123,20,5,2,57,7,0.257861635220126,0.333333333333333,0,0,0,0,0,159,0,1927,1469
FALSE,FALSE,Bill Deitrick,2,106,14,21,6,0,0,7,1,0.19811320754717,0.254716981132075,0,0,0,0,0,27,0,1928,1471
FALSE,FALSE,Ike Danning,1,6,0,3,0,0,0,1,0,0.5,0.5,0,0,0,0,0,3,0,1928,1472
FALSE,FALSE,Ed Crowley,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,1474
FALSE,FALSE,Cecil Bolton,1,13,1,2,0,2,0,0,0,0.153846153846154,0.461538461538462,0,0,0,0,0,6,0,1928,1477
FALSE,FALSE,George Blackerby,1,83,8,21,0,0,0,12,2,0.253012048192771,0.253012048192771,0,0,0,0,0,21,0,1928,1478
FALSE,FALSE,Dick Burrus,6,1760,206,513,87,12,11,211,18,0.291477272727273,0.373295454545455,0,0,0,0,0,657,0,1928,1480
FALSE,FALSE,Pelham Ballenger,1,9,0,1,0,0,0,0,0,0.111111111111111,0.111111111111111,0,0,0,0,0,1,0,1928,1481
FALSE,FALSE,Eddie Kenna,1,118,14,35,4,2,1,20,1,0.296610169491525,0.389830508474576,0,0,0,0,0,46,0,1928,1483
FALSE,FALSE,Bill Kelly,2,84,6,15,2,1,0,5,0,0.178571428571429,0.226190476190476,0,0,0,0,0,19,0,1928,1484
FALSE,FALSE,Sam Langford,3,495,61,136,22,8,5,57,3,0.274747474747475,0.381818181818182,0,0,0,0,0,189,0,1928,1486
FALSE,FALSE,Fred Hofmann,9,1000,98,247,49,11,7,93,6,0.247,0.339,0,0,0,0,0,339,0,1928,1487
FALSE,FALSE,Mack Hillis,2,37,7,9,2,3,1,7,1,0.243243243243243,0.540540540540541,0,0,0,0,0,20,0,1928,1489
FALSE,FALSE,Ray Jacobs,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,1490
FALSE,FALSE,Charlie Fitzberger,1,7,0,2,0,0,0,0,0,0.285714285714286,0.285714285714286,0,0,0,0,0,2,0,1928,1492
FALSE,FALSE,Howard Freigau,7,1974,224,537,99,25,15,226,32,0.272036474164134,0.370314083080041,0,0,0,0,0,731,0,1928,1493
FALSE,FALSE,George Gerken,2,129,17,29,7,2,0,11,3,0.224806201550388,0.310077519379845,0,0,0,0,0,40,0,1928,1495
FALSE,FALSE,Doc Gautreau,4,806,122,207,34,10,0,52,40,0.25682382133995,0.323821339950372,0,0,0,0,0,261,0,1928,1496
FALSE,FALSE,Chick Galloway,10,3583,391,946,136,46,17,407,79,0.264024560424226,0.341892269048284,0,0,0,0,0,1225,0,1928,1498
FALSE,FALSE,Babe Ganzel,2,74,9,23,5,2,1,17,0,0.310810810810811,0.472972972972973,0,0,0,0,0,35,0,1928,1499
FALSE,FALSE,Luther Harvel,1,136,12,30,6,1,0,12,1,0.220588235294118,0.279411764705882,0,0,0,0,0,38,0,1928,1501
FALSE,FALSE,Joe Harris,10,3035,461,963,201,64,47,517,36,0.317298187808896,0.472158154859967,0,0,0,0,0,1433,0,1928,1502
FALSE,FALSE,Earl Williams,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,1504
FALSE,FALSE,Howie Williamson,1,9,0,2,0,0,0,0,0,0.222222222222222,0.222222222222222,0,0,0,0,0,2,0,1928,1505
FALSE,FALSE,Denny Williams,4,328,46,85,4,3,0,18,5,0.259146341463415,0.289634146341463,0,0,0,0,0,95,0,1928,1507
FALSE,FALSE,Jack White,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,1508
FALSE,FALSE,Elmer Yoter,4,96,5,24,2,2,0,12,0,0.25,0.3125,0,0,0,0,0,30,0,1928,1510
FALSE,FALSE,Russ Wrightstone,9,2992,427,889,152,34,60,425,35,0.297125668449198,0.43081550802139,0,0,0,0,0,1289,0,1928,1511
FALSE,FALSE,Ty Tyson,3,704,89,197,34,4,5,73,14,0.279829545454545,0.360795454545455,0,0,0,0,0,254,0,1928,1513
FALSE,FALSE,Ollie Tucker,2,71,6,11,2,0,1,10,0,0.154929577464789,0.225352112676056,0,0,0,0,0,16,0,1928,1514
FALSE,FALSE,Specs Toporcer,8,1566,223,437,76,22,9,151,22,0.279054916985951,0.372924648786718,0,0,0,0,0,584,0,1928,1516
FALSE,FALSE,Carl Sumner,1,29,6,8,1,1,0,3,0,0.275862068965517,0.379310344827586,0,0,0,0,0,11,0,1928,1517
FALSE,FALSE,Guy Sturdy,2,66,8,19,2,0,1,13,3,0.287878787878788,0.363636363636364,0,0,0,0,0,24,0,1928,1519
FALSE,FALSE,Jigger Statz,8,2585,376,737,114,31,17,215,77,0.285106382978723,0.372920696324952,0,0,0,0,0,964,0,1928,1520
FALSE,FALSE,Pete Scott,3,522,95,158,41,6,8,88,5,0.302681992337165,0.450191570881226,0,0,0,0,0,235,0,1928,1522
FALSE,FALSE,Dick Spalding,2,465,69,139,16,3,0,25,5,0.298924731182796,0.346236559139785,0,0,0,0,0,161,0,1928,1523
FALSE,FALSE,Al Nixon,9,1345,180,372,60,13,7,118,19,0.276579925650558,0.356133828996283,0,0,0,0,0,479,0,1928,1525
FALSE,FALSE,Billy Mullen,5,50,5,11,1,0,0,2,1,0.22,0.24,0,0,0,0,0,12,0,1928,1526
FALSE,FALSE,Freddie Moncewicz,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,1528
FALSE,FALSE,Harvey MacDonald,1,16,0,4,0,0,0,2,0,0.25,0.25,0,0,0,0,0,4,0,1928,1529
FALSE,FALSE,Les Mann,16,4716,677,1332,203,106,44,503,129,0.282442748091603,0.398430873621713,0,0,0,0,0,1879,0,1928,1531
FALSE,FALSE,Dinny McNamara,2,13,5,1,0,0,0,0,0,0.0769230769230769,0.0769230769230769,0,0,0,0,0,1,0,1928,1532
FALSE,FALSE,Heinie Sand,6,3033,457,781,145,32,18,251,21,0.257500824266403,0.344213649851632,0,0,0,0,0,1044,0,1928,1534
FALSE,FALSE,Jay Partridge,2,645,90,167,17,7,7,52,11,0.258914728682171,0.33953488372093,0,0,0,0,0,219,0,1928,1535
FALSE,TRUE,Wally Pipp,15,6914,974,1941,311,148,90,998,125,0.280734741105004,0.407578825571305,0,0,0,0,0,2818,1,1928,1537
FALSE,FALSE,Joe Price,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,1538
FALSE,FALSE,Pinky Pittenger,7,959,118,252,32,3,1,83,27,0.262773722627737,0.305526590198123,0,0,0,0,0,293,0,1929,1540
FALSE,FALSE,Henry Peploski,1,10,1,2,0,0,0,1,0,0.2,0.2,0,0,0,0,0,2,0,1929,1541
FALSE,FALSE,Ossie Orwoll,2,221,34,65,15,3,0,28,3,0.294117647058824,0.389140271493213,0,0,0,0,0,86,0,1929,1543
FALSE,FALSE,John O'Connell,2,8,1,1,1,0,0,0,0,0.125,0.25,0,0,0,0,0,2,0,1929,1544
FALSE,FALSE,Jack Ryan,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,1546
FALSE,FALSE,Ed Roetz,1,45,7,11,4,1,0,5,0,0.244444444444444,0.377777777777778,0,0,0,0,0,17,0,1929,1547
FALSE,FALSE,Hugh McMullen,4,108,6,19,3,0,0,6,1,0.175925925925926,0.203703703703704,0,0,0,0,0,22,0,1929,1549
FALSE,FALSE,Norm McMillan,5,1356,157,353,74,16,6,147,36,0.260324483775811,0.351769911504425,0,0,0,0,0,477,0,1929,1550
FALSE,FALSE,Terry Lyons,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,1552
FALSE,FALSE,Rudy Miller,1,4,1,1,0,0,0,1,0,0.25,0.25,0,0,0,0,0,1,0,1929,1553
FALSE,FALSE,Bud Morse,1,27,1,2,0,0,0,0,0,0.0740740740740741,0.0740740740740741,0,0,0,0,0,2,0,1929,1555
FALSE,FALSE,Jerry Standaert,3,132,14,42,10,2,0,18,0,0.318181818181818,0.424242424242424,0,0,0,0,0,56,0,1929,1556
FALSE,FALSE,Jack Smith,15,4532,783,1301,182,71,40,382,228,0.287069726390115,0.385039717563989,0,0,0,0,0,1745,0,1929,1558
FALSE,FALSE,Wally Shaner,4,629,80,175,45,8,4,74,13,0.278219395866455,0.394276629570747,0,0,0,0,0,248,0,1929,1559
FALSE,FALSE,Stuffy Stewart,8,265,74,63,14,3,1,18,21,0.237735849056604,0.324528301886792,0,0,0,0,0,86,0,1929,1561
FALSE,FALSE,Jim Stroner,1,8,0,3,1,0,0,0,0,0.375,0.5,0,0,0,0,0,4,0,1929,1562
FALSE,FALSE,Jackie Tavener,6,2131,254,543,88,53,13,243,46,0.254809948381042,0.364148287189113,0,0,0,0,0,776,0,1929,1564
FALSE,FALSE,Ivey Wingo,17,4003,362,1039,147,81,25,455,87,0.259555333499875,0.355483387459405,0,0,0,0,0,1423,2,1929,1565
FALSE,FALSE,Larry Woodall,10,1317,161,353,52,15,1,161,16,0.268033409263478,0.332574031890661,0,0,0,0,0,438,0,1929,1567
FALSE,TRUE,Ken Williams,14,4862,860,1552,285,77,196,913,154,0.319210201563143,0.530440148087207,0,0,0,0,0,2579,0,1929,1568
FALSE,FALSE,Max West,2,29,5,8,2,1,0,2,0,0.275862068965517,0.413793103448276,0,0,0,0,0,12,0,1929,1570
FALSE,FALSE,Julie Wera,2,54,8,15,3,0,1,10,0,0.277777777777778,0.388888888888889,0,0,0,0,0,21,0,1929,1571
FALSE,FALSE,Billy Zitzmann,6,1004,197,268,38,11,3,89,42,0.266932270916335,0.335657370517928,0,0,0,0,0,337,0,1929,1573
FALSE,FALSE,Joe Hauser,6,2041,351,580,103,28,80,356,19,0.284174424301813,0.479666829985301,0,0,0,0,0,979,0,1929,1574
FALSE,FALSE,Fred Haney,7,1977,338,544,66,21,8,228,51,0.275164390490642,0.341932220536166,0,0,0,0,0,676,0,1929,1576
FALSE,FALSE,Charlie Gooch,1,57,6,16,2,1,0,5,0,0.280701754385965,0.350877192982456,0,0,0,0,0,20,0,1929,1577
FALSE,FALSE,Wally Gerber,15,5099,558,1309,172,46,7,476,43,0.256717003333987,0.312610315748186,0,0,0,0,0,1594,0,1929,1579
FALSE,FALSE,Grant Gillis,3,196,26,48,12,2,0,23,0,0.244897959183673,0.326530612244898,0,0,0,0,0,64,0,1929,1580
FALSE,TRUE,Johnny Evers,18,6137,919,1659,216,70,12,538,324,0.270327521590354,0.334202379012547,0,1,0,0,0,2051,7,1929,1582
FALSE,FALSE,Dan Jessee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,1583
FALSE,FALSE,Dutch Hoffman,1,337,27,87,16,5,3,37,6,0.258160237388724,0.362017804154303,0,0,0,0,0,122,0,1929,1585
FALSE,FALSE,Mel Ingram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,1586
FALSE,FALSE,Bevo LeBourveau,5,788,100,217,27,11,11,69,15,0.275380710659898,0.379441624365482,0,0,0,0,0,299,0,1929,1588
FALSE,FALSE,Bob Linton,1,18,0,2,0,0,0,1,0,0.111111111111111,0.111111111111111,0,0,0,0,0,2,0,1929,1589
FALSE,FALSE,Red Barron,1,21,3,4,1,0,0,1,2,0.19047619047619,0.238095238095238,0,0,0,0,0,5,0,1929,1591
FALSE,FALSE,Bob Barrett,5,650,57,169,23,5,10,86,6,0.26,0.356923076923077,0,0,0,0,0,232,0,1929,1592
FALSE,FALSE,George Burns,16,6573,901,2018,444,72,72,951,154,0.307013540240377,0.429332116233075,0,1,0,0,0,2822,4,1929,1594
FALSE,FALSE,Red Rollings,3,355,36,89,13,2,0,28,5,0.250704225352113,0.298591549295775,0,0,0,0,0,106,0,1930,1658
FALSE,FALSE,Gene Robertson,9,2200,311,615,100,23,20,249,29,0.279545454545455,0.373181818181818,0,0,0,0,0,821,0,1930,1660
FALSE,FALSE,Gene Rye,1,39,3,7,0,0,0,1,0,0.179487179487179,0.179487179487179,0,0,0,0,0,7,0,1931,1661
FALSE,FALSE,Bobby Reeves,6,1598,203,402,55,22,8,135,21,0.251564455569462,0.328535669586984,0,0,0,0,0,525,0,1931,1663
FALSE,FALSE,Bill Regan,6,2364,236,632,158,36,18,292,38,0.267343485617597,0.387478849407783,0,0,0,0,0,916,0,1931,1664
FALSE,FALSE,Joe Palmisano,1,44,5,10,2,0,0,4,0,0.227272727272727,0.272727272727273,0,0,0,0,0,12,0,1931,1666
FALSE,FALSE,Frank O'Rourke,14,4069,547,1032,196,42,15,430,100,0.253624969279921,0.333497173752765,0,0,0,0,0,1357,0,1931,1667
FALSE,FALSE,Johnny Neun,6,945,171,273,42,17,2,85,41,0.288888888888889,0.375661375661376,0,0,0,0,0,355,0,1931,1669
FALSE,FALSE,Freddie Maguire,6,2120,226,545,90,22,1,163,23,0.257075471698113,0.321698113207547,0,0,0,0,0,682,0,1931,1670
FALSE,FALSE,Pete McClanahan,1,4,2,2,0,0,0,0,0,0.5,0.5,0,0,0,0,0,2,0,1931,1672
FALSE,FALSE,Earl McNeely,8,2254,369,614,107,33,4,213,69,0.272404614019521,0.354480922803904,0,0,0,0,0,799,0,1931,1673
FALSE,FALSE,Denny Sothern,5,1355,219,379,80,9,19,115,38,0.27970479704797,0.39409594095941,0,0,0,0,0,534,0,1931,1675
FALSE,FALSE,Frank Sigafoos,3,134,14,27,3,0,0,13,0,0.201492537313433,0.223880597014925,0,0,0,0,0,30,0,1931,1676
FALSE,FALSE,Earl Sheely,9,4471,572,1340,244,27,48,747,33,0.29970923730709,0.398568552896444,0,0,0,0,0,1782,0,1931,1678
FALSE,TRUE,Wally Schang,19,5307,769,1506,264,90,59,710,121,0.283776144714528,0.400791407574901,0,0,0,0,0,2127,3,1931,1679
FALSE,FALSE,Ben Sankey,3,169,21,36,2,5,0,14,0,0.21301775147929,0.284023668639053,0,0,0,0,0,48,0,1931,1681
FALSE,FALSE,Phil Todt,8,3415,372,880,183,58,57,453,29,0.257686676427526,0.395314787701318,0,0,0,0,0,1350,0,1931,1682
FALSE,FALSE,Lena Styles,5,176,14,44,7,2,0,16,1,0.25,0.3125,0,0,0,0,0,55,0,1931,1684
FALSE,TRUE,Gabby Street,8,1501,98,312,44,11,2,105,17,0.207861425716189,0.25582944703531,0,0,0,0,0,384,1,1931,1685
FALSE,FALSE,Buck Stanton,1,15,3,3,2,0,0,0,0,0.2,0.333333333333333,0,0,0,0,0,5,0,1931,1687
FALSE,FALSE,Bill Steinecke,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931,1688
FALSE,FALSE,Frank Waddey,1,22,3,6,1,0,0,2,0,0.272727272727273,0.318181818181818,0,0,0,0,0,7,0,1931,1690
FALSE,TRUE,Bucky Harris,12,4736,722,1297,224,64,9,506,167,0.273859797297297,0.353885135135135,0,0,0,0,0,1676,0,1931,1691
FALSE,FALSE,Johnny Grabowski,7,816,84,206,25,8,3,86,1,0.252450980392157,0.313725490196078,0,0,0,0,0,256,0,1931,1693
FALSE,FALSE,Hank Garrity,1,14,0,3,1,0,0,2,0,0.214285714285714,0.285714285714286,0,0,0,0,0,4,0,1931,1694
FALSE,FALSE,Bibb Falk,12,4652,655,1463,300,59,69,784,47,0.314488392089424,0.44883920894239,0,0,0,0,0,2088,0,1931,1696
FALSE,FALSE,Ray Fitzgerald,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931,1697
FALSE,FALSE,Fred Koster,1,151,21,34,2,2,0,8,4,0.225165562913907,0.264900662251656,0,0,0,0,0,40,0,1931,1699
FALSE,FALSE,Joe Benes,1,12,1,2,0,0,0,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0,2,0,1931,1700
FALSE,FALSE,Les Bell,9,3239,404,938,184,49,66,509,25,0.28959555418339,0.437789441185551,0,0,0,0,0,1418,0,1931,1702
FALSE,FALSE,Clyde Beck,6,1525,203,354,56,11,12,162,9,0.232131147540984,0.306885245901639,0,0,0,0,0,468,0,1931,1703
FALSE,FALSE,Jimmy Adair,1,76,9,21,3,1,0,3,1,0.276315789473684,0.342105263157895,0,0,0,0,0,26,0,1931,1705
FALSE,FALSE,Louis Brower,1,62,3,10,1,0,0,6,1,0.161290322580645,0.17741935483871,0,0,0,0,0,11,0,1931,1706
FALSE,FALSE,Footsie Blair,3,890,138,243,48,16,10,96,11,0.273033707865169,0.396629213483146,0,0,0,0,0,353,0,1931,1708
FALSE,FALSE,Gene Connell,1,12,1,3,0,0,0,0,0,0.25,0.25,0,0,0,0,0,3,0,1931,1709
FALSE,FALSE,Pat Creeden,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931,1711
