InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,Doubles,Triples,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,TotalPlayerAwards,LastYearPlayed,ID
FALSE,FALSE,Bob Gallagher,4,255,34,56,6,1,2,13,1,0.219607843137255,0.274509803921569,0,0,0,0,0,70,0,1975,4294
FALSE,FALSE,Larry Fritz,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,4295
FALSE,FALSE,Tom Kelly,1,127,11,23,5,0,1,11,0,0.181102362204724,0.244094488188976,0,0,0,0,0,31,0,1975,4298
FALSE,FALSE,Eddie Leon,8,1862,165,440,51,10,24,159,7,0.236305048335124,0.313104189044039,0,0,0,0,0,583,0,1975,4300
FALSE,FALSE,Jack Lind,2,37,5,5,2,0,0,1,1,0.135135135135135,0.189189189189189,0,0,0,0,0,7,0,1975,4301
FALSE,FALSE,Art James,1,40,2,9,2,0,0,1,1,0.225,0.275,0,0,0,0,0,11,0,1975,4303
FALSE,FALSE,Gene Hiser,5,263,34,53,7,0,1,18,6,0.201520912547529,0.239543726235741,0,0,0,0,0,63,0,1975,4304
FALSE,FALSE,Steve Huntz,5,636,81,131,19,1,16,60,1,0.205974842767296,0.314465408805031,0,0,0,0,0,200,0,1975,4306
FALSE,FALSE,Buddy Hunter,3,17,5,5,2,0,0,2,0,0.294117647058824,0.411764705882353,0,0,0,0,0,7,0,1975,4307
FALSE,FALSE,John Balaz,2,162,14,39,8,1,2,15,0,0.240740740740741,0.339506172839506,0,0,0,0,0,55,0,1975,4309
FALSE,TRUE,Glenn Beckert,11,5208,685,1473,196,31,22,360,49,0.282834101382488,0.345046082949309,4,0,0,1,0,1797,4,1975,4310
FALSE,FALSE,Bob Allietta,1,45,4,8,1,0,1,2,0,0.177777777777778,0.266666666666667,0,0,0,0,0,12,0,1975,4312
FALSE,FALSE,Kim Andrew,1,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,1975,4313
FALSE,TRUE,Ken Berry,14,4136,422,1053,150,23,58,343,45,0.254593810444874,0.344052224371373,1,0,0,2,0,1423,2,1975,4315
FALSE,FALSE,Dick Billings,8,1231,101,280,44,1,16,142,6,0.227457351746548,0.303818034118603,0,0,0,0,0,374,0,1975,4316
FALSE,FALSE,Ed Brinkman,15,6045,550,1355,201,38,60,461,30,0.224152191894127,0.299751861042184,1,0,0,1,0,1812,1,1975,4318
FALSE,TRUE,John Briggs,12,4117,601,1041,170,43,139,507,64,0.252854019917416,0.416322564974496,0,0,0,0,0,1714,0,1975,4319
FALSE,TRUE,Gates Brown,13,2262,330,582,78,19,84,322,30,0.257294429708223,0.419982316534041,0,0,0,0,0,950,0,1975,4321
FALSE,FALSE,Jake Brown,1,43,6,9,3,0,0,4,0,0.209302325581395,0.27906976744186,0,0,0,0,0,12,0,1975,4322
FALSE,TRUE,Leo Cardenas,16,6707,662,1725,285,49,118,689,39,0.257193976442523,0.367079171015357,5,0,0,1,0,2462,2,1975,4324
FALSE,FALSE,Danny Cater,12,4451,491,1229,191,29,66,519,26,0.276117726353628,0.376544596719838,0,0,0,0,0,1676,0,1975,4325
FALSE,FALSE,Tom Egan,10,979,74,196,25,3,22,91,2,0.200204290091931,0.299284984678243,0,0,0,0,0,293,0,1975,4327
FALSE,FALSE,Rob Ellis,3,166,16,38,4,0,0,10,0,0.228915662650602,0.253012048192771,0,0,0,0,0,42,0,1975,4328
FALSE,FALSE,Ron Dunn,2,112,8,27,10,0,3,21,0,0.241071428571429,0.410714285714286,0,0,0,0,0,46,0,1975,4330
FALSE,FALSE,Jesus de la Rosa,1,3,1,1,1,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,2,0,1975,4331
FALSE,FALSE,Dave Duncan,11,2885,274,617,79,4,109,341,5,0.213864818024263,0.35736568457539,1,0,0,0,0,1031,0,1976,4333
FALSE,FALSE,George Enright,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,4334
FALSE,FALSE,Nate Colbert,10,3422,481,833,141,25,173,520,52,0.243424897720631,0.450905902980713,3,0,0,0,0,1543,0,1976,4336
FALSE,FALSE,Jim Cox,4,307,33,66,11,2,3,33,3,0.214983713355049,0.293159609120521,0,0,0,0,0,90,0,1976,4337
FALSE,FALSE,Doug Clarey,1,4,2,1,0,0,1,2,0,0.25,1,0,0,0,0,0,4,0,1976,4339
FALSE,FALSE,Charlie Chant,2,19,1,2,0,0,0,0,0,0.105263157894737,0.105263157894737,0,0,0,0,0,2,0,1976,4340
FALSE,FALSE,Buddy Bradford,11,1605,224,363,50,8,52,175,36,0.226168224299065,0.364485981308411,0,0,0,0,0,585,0,1976,4342
FALSE,FALSE,Orlando Alvarez,4,51,4,8,2,0,2,8,0,0.156862745098039,0.313725490196078,0,0,0,0,0,16,0,1976,4343
FALSE,FALSE,Billy Baldwin,2,117,12,27,4,1,5,13,2,0.230769230769231,0.41025641025641,0,0,0,0,0,48,0,1976,4346
FALSE,FALSE,Don Hopkins,2,6,25,1,0,0,0,0,21,0.166666666666667,0.166666666666667,0,0,0,0,0,1,0,1976,4348
FALSE,FALSE,Jim Holt,9,1616,174,428,64,10,19,177,8,0.264851485148515,0.35210396039604,0,0,0,0,0,569,0,1976,4349
FALSE,TRUE,Alex Johnson,13,4623,550,1331,180,33,78,525,113,0.287908284663638,0.391736967337227,1,0,0,0,0,1811,0,1976,4351
FALSE,TRUE,Deron Johnson,16,5941,706,1447,247,33,245,923,11,0.243561689951187,0.419962969197105,0,0,0,0,0,2495,1,1976,4352
FALSE,FALSE,Marv Lane,5,179,23,37,5,1,3,17,2,0.206703910614525,0.29608938547486,0,0,0,0,0,53,0,1976,4354
FALSE,FALSE,Leron Lee,8,1617,173,404,83,13,31,152,19,0.249845392702536,0.374768089053803,0,0,0,0,0,606,0,1976,4355
FALSE,FALSE,Ted Kubiak,10,2447,238,565,61,21,13,202,13,0.230894973436861,0.288925214548427,0,0,0,0,0,707,0,1976,4357
FALSE,TRUE,Bill Freehan,15,6073,706,1591,241,35,200,758,24,0.261979252428783,0.411987485591964,11,0,0,5,0,2502,9,1976,4358
FALSE,FALSE,Bob Hansen,2,149,12,36,5,1,2,13,2,0.241610738255034,0.328859060402685,0,0,0,0,0,49,0,1976,4360
FALSE,TRUE,Tommy Harper,15,6269,972,1609,256,36,146,567,408,0.256659754346786,0.37884830116446,1,0,0,0,0,2375,0,1976,4361
FALSE,FALSE,Danny Thompson,7,2218,189,550,70,11,15,194,8,0.247971145175834,0.309738503155996,0,0,0,0,0,687,1,1976,4363
FALSE,TRUE,Cesar Tovar,12,5569,834,1546,253,55,46,435,226,0.277608188184593,0.367570479439756,0,0,0,0,0,2047,0,1976,4364
FALSE,FALSE,Bill Sharp,4,1104,122,281,52,8,9,95,3,0.254528985507246,0.340579710144928,0,0,0,0,0,376,0,1976,4366
FALSE,FALSE,Pete Varney,4,190,18,47,7,1,5,15,2,0.247368421052632,0.373684210526316,0,0,0,0,0,71,0,1976,4367
FALSE,FALSE,Hugh Yancy,3,19,0,2,1,0,0,0,0,0.105263157894737,0.157894736842105,0,0,0,0,0,3,0,1976,4369
FALSE,FALSE,Jim Lyttle,8,710,71,176,37,5,9,70,4,0.247887323943662,0.352112676056338,0,0,0,0,0,250,0,1976,4370
FALSE,FALSE,Dave Moates,3,312,42,81,16,1,3,27,15,0.259615384615385,0.346153846153846,0,0,0,0,0,108,0,1976,4372
FALSE,FALSE,Mike Miley,2,262,21,46,5,2,4,30,1,0.175572519083969,0.255725190839695,0,0,0,0,0,67,0,1976,4373
FALSE,FALSE,Andy Merchant,2,6,1,2,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,2,0,1976,4375
FALSE,FALSE,Sergio Robles,3,21,0,2,0,0,0,0,0,0.0952380952380952,0.0952380952380952,0,0,0,0,0,2,0,1976,4376
FALSE,FALSE,Jimmy Rosario,3,231,31,50,6,1,1,18,8,0.216450216450216,0.264069264069264,0,0,0,0,0,61,0,1976,4379
FALSE,FALSE,Lee Richard,5,492,71,103,12,6,2,29,12,0.209349593495935,0.270325203252033,0,0,0,0,0,133,0,1976,4381
FALSE,TRUE,Rico Petrocelli,13,5390,653,1352,237,22,210,773,10,0.250834879406308,0.419851576994434,2,0,0,0,0,2263,1,1976,4382
FALSE,FALSE,Ken Pape,1,23,7,5,1,0,1,4,0,0.217391304347826,0.391304347826087,0,0,0,0,0,9,0,1976,4384
FALSE,FALSE,Dave Oliver,1,22,2,7,0,1,0,3,0,0.318181818181818,0.409090909090909,0,0,0,0,0,9,0,1977,4385
FALSE,TRUE,Boog Powell,17,6681,889,1776,270,11,339,1187,20,0.265828468792097,0.461757221972759,4,1,0,0,0,3085,5,1977,4387
FALSE,FALSE,Mike Potter,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,4388
FALSE,FALSE,Ken Rudolph,9,743,55,158,23,2,6,64,2,0.212651413189771,0.27321668909825,0,0,0,0,0,203,0,1977,4390
FALSE,FALSE,Phil Roof,15,2151,190,463,69,13,43,210,11,0.215248721524872,0.319386331938633,0,0,0,0,0,687,0,1977,4391
FALSE,FALSE,Craig Robinson,6,718,80,157,15,6,0,42,12,0.21866295264624,0.256267409470752,0,0,0,0,0,184,0,1977,4393
FALSE,FALSE,Luis Melendez,8,1477,167,366,50,13,9,122,18,0.247799593771158,0.317535545023697,0,0,0,0,0,469,0,1977,4396
FALSE,TRUE,Felix Millan,12,5791,699,1617,229,38,22,403,67,0.279226385771024,0.343291314108099,3,0,0,2,0,1988,2,1977,4397
FALSE,FALSE,Dave Nelson,10,2578,340,630,77,19,20,211,187,0.244375484871994,0.312257564003103,1,0,0,0,0,805,0,1977,4399
FALSE,FALSE,Pepe Mangual,6,972,155,235,35,6,16,83,64,0.241769547325103,0.339506172839506,0,0,0,0,0,330,0,1977,4400
FALSE,FALSE,Tom McMillan,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,4402
FALSE,TRUE,Ken McMullen,16,5131,568,1273,172,26,156,606,20,0.248099785616839,0.38296628337556,0,0,0,0,0,1965,0,1977,4403
FALSE,TRUE,Carlos May,10,4120,545,1127,172,23,90,536,85,0.273543689320388,0.391990291262136,2,0,0,0,0,1615,0,1977,4405
FALSE,TRUE,Jim Wynn,15,6653,1105,1665,285,39,291,964,225,0.250263039230422,0.436043889974448,3,0,0,0,0,2901,2,1977,4406
FALSE,FALSE,Earl Williams,8,3058,361,756,115,6,138,457,2,0.247220405493787,0.424133420536298,0,0,0,0,0,1297,1,1977,4408
FALSE,FALSE,Chuck Scrivener,3,310,38,59,8,1,2,18,2,0.190322580645161,0.241935483870968,0,0,0,0,0,75,0,1977,4409
FALSE,FALSE,Bob Sheldon,3,262,30,67,8,5,0,17,0,0.255725190839695,0.324427480916031,0,0,0,0,0,85,0,1977,4411
FALSE,FALSE,Pat Scanlon,4,219,17,41,7,1,4,28,0,0.187214611872146,0.28310502283105,0,0,0,0,0,62,0,1977,4412
FALSE,FALSE,Rob Sperring,4,473,48,100,13,1,3,30,1,0.211416490486258,0.26215644820296,0,0,0,0,0,124,0,1977,4414
FALSE,FALSE,Tommy Smith,5,271,28,63,7,2,4,21,9,0.232472324723247,0.317343173431734,0,0,0,0,0,86,0,1977,4415
FALSE,FALSE,Hector Torres,9,1738,148,375,46,7,18,115,7,0.215765247410817,0.281357882623705,0,0,0,0,0,489,0,1977,4417
FALSE,TRUE,Joe Torre,18,7874,996,2342,344,59,252,1185,23,0.29743459486919,0.452120904241809,9,1,0,1,0,3560,9,1977,4418
FALSE,FALSE,Royle Stillman,3,155,19,33,7,1,3,15,2,0.212903225806452,0.329032258064516,0,0,0,0,0,51,0,1977,4420
FALSE,FALSE,Terry Harmon,10,1125,164,262,31,12,4,72,17,0.232888888888889,0.292444444444444,0,0,0,0,0,329,0,1977,4421
FALSE,FALSE,Jack Heidemann,8,1093,94,231,27,4,9,75,5,0.211344922232388,0.268069533394328,0,0,0,0,0,293,0,1977,4423
FALSE,FALSE,Mike Hegan,12,2080,281,504,73,18,53,229,28,0.242307692307692,0.371153846153846,1,0,0,0,0,772,0,1977,4424
FALSE,FALSE,Doug Griffin,8,2136,209,524,70,12,7,165,33,0.245318352059925,0.299157303370786,0,0,0,1,0,639,1,1977,4426
FALSE,FALSE,Bob Gorinski,1,118,14,23,4,1,3,22,1,0.194915254237288,0.322033898305085,0,0,0,0,0,38,0,1977,4427
FALSE,FALSE,Pedro Garcia,5,1797,196,395,89,15,37,184,35,0.219810795770729,0.347801892042293,0,0,0,0,0,625,0,1977,4429
FALSE,FALSE,Jim Fuller,3,315,24,61,17,0,11,41,1,0.193650793650794,0.352380952380952,0,0,0,0,0,111,0,1977,4430
FALSE,FALSE,John Flannery,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,4432
FALSE,FALSE,Ed Kirkpatrick,16,3467,411,824,143,18,85,424,34,0.23766945486011,0.362849725987886,0,0,0,0,0,1258,0,1977,4433
FALSE,FALSE,Gene Locklear,5,595,76,163,24,4,9,66,13,0.273949579831933,0.373109243697479,0,0,0,0,0,222,0,1977,4435
FALSE,FALSE,Skip Jutze,6,656,45,141,14,3,3,51,1,0.214939024390244,0.259146341463415,0,0,0,0,0,170,0,1977,4436
FALSE,FALSE,Jack Baker,2,26,1,3,0,0,1,2,0,0.115384615384615,0.230769230769231,0,0,0,0,0,6,0,1977,4438
FALSE,FALSE,Lew Beasley,1,32,5,7,1,0,0,3,1,0.21875,0.25,0,0,0,0,0,8,0,1977,4439
FALSE,TRUE,Dick Allen,15,6332,1099,1848,320,79,351,1119,133,0.291850915982312,0.533638660770689,7,1,0,0,0,3379,5,1977,4441
FALSE,FALSE,Luis Alvarado,9,1160,116,248,43,4,5,84,11,0.213793103448276,0.270689655172414,0,0,0,0,0,314,0,1977,4442
FALSE,FALSE,Fred Andrews,2,29,4,8,0,1,0,2,2,0.275862068965517,0.344827586206897,0,0,0,0,0,10,0,1977,4444
FALSE,FALSE,Steve Bowling,2,236,23,47,10,1,1,15,2,0.199152542372881,0.26271186440678,0,0,0,0,0,62,0,1977,4445
FALSE,FALSE,Ollie Brown,13,3642,404,964,144,11,102,454,30,0.264689730917079,0.394288852278968,0,0,0,0,0,1436,0,1977,4447
FALSE,FALSE,Mike Buskey,1,7,1,2,0,1,0,1,0,0.285714285714286,0.571428571428571,0,0,0,0,0,4,0,1977,4448
FALSE,FALSE,Tommy Cruz,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,4450
FALSE,FALSE,Willie Crawford,14,3435,507,921,152,35,86,419,47,0.268122270742358,0.407860262008734,0,0,0,0,0,1401,0,1977,4451
FALSE,FALSE,Dave Coleman,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,4453
FALSE,FALSE,Denny Doyle,8,3290,357,823,113,28,16,237,38,0.250151975683891,0.316109422492401,0,0,0,0,0,1040,0,1977,4454
FALSE,FALSE,Bobby Darwin,9,2224,250,559,76,16,83,328,15,0.251348920863309,0.411870503597122,0,0,0,0,0,916,0,1977,4456
FALSE,FALSE,Puchy Delgado,1,22,4,4,0,0,0,2,0,0.181818181818182,0.181818181818182,0,0,0,0,0,4,0,1977,4457
FALSE,FALSE,Taylor Duncan,2,331,27,86,15,2,3,39,1,0.259818731117825,0.344410876132931,0,0,0,0,0,114,0,1978,4459
FALSE,FALSE,Mike Eden,2,25,1,2,0,0,0,1,0,0.08,0.08,0,0,0,0,0,2,0,1978,4460
FALSE,FALSE,Dave Cripe,1,13,1,2,0,0,0,1,0,0.153846153846154,0.153846153846154,0,0,0,0,0,2,0,1978,4462
FALSE,FALSE,Henry Cruz,4,280,32,64,7,3,8,34,1,0.228571428571429,0.360714285714286,0,0,0,0,0,101,0,1978,4463
FALSE,FALSE,Rich Chiles,6,618,68,157,37,2,6,76,1,0.254045307443366,0.349514563106796,0,0,0,0,0,216,0,1978,4465
FALSE,FALSE,Tony Castillo,1,8,0,1,0,0,0,1,0,0.125,0.125,0,0,0,0,0,1,0,1978,4466
FALSE,FALSE,Lyman Bostock,4,2004,305,624,102,30,23,250,45,0.311377245508982,0.426646706586826,0,0,0,0,0,855,0,1978,4468
FALSE,FALSE,Jim Breazeale,4,179,20,40,5,0,9,33,0,0.223463687150838,0.402234636871508,0,0,0,0,0,72,0,1978,4469
FALSE,FALSE,Ron Blomberg,8,1333,184,391,67,8,52,224,6,0.293323330832708,0.472618154538635,0,0,0,0,0,630,0,1978,4471
FALSE,FALSE,Sandy Alomar,15,4760,558,1168,126,19,13,282,227,0.245378151260504,0.288025210084034,1,0,0,0,0,1371,0,1978,4472
FALSE,FALSE,Butch Alberts,1,18,1,5,1,0,0,0,0,0.277777777777778,0.333333333333333,0,0,0,0,0,6,0,1978,4474
FALSE,FALSE,Rob Belloir,4,167,18,36,5,1,0,13,0,0.215568862275449,0.25748502994012,0,0,0,0,0,43,0,1978,4475
FALSE,TRUE,Bob Bailey,17,6082,772,1564,234,43,189,773,85,0.257152252548504,0.402992436698454,0,0,0,0,0,2451,0,1978,4477
FALSE,FALSE,Wilbur Howard,6,1068,149,267,37,11,6,71,60,0.25,0.322097378277154,0,0,0,0,0,344,0,1978,4478
FALSE,FALSE,Larry Johnson,5,26,1,5,2,0,0,1,0,0.192307692307692,0.269230769230769,0,0,0,0,0,7,0,1978,4480
FALSE,FALSE,Skip James,2,36,8,6,2,0,0,6,1,0.166666666666667,0.222222222222222,0,0,0,0,0,8,0,1978,4481
FALSE,FALSE,Art Kusnyer,6,313,21,55,6,1,3,21,1,0.175718849840256,0.230031948881789,0,0,0,0,0,72,0,1978,4483
FALSE,FALSE,Joe Lahoud,11,1925,239,429,68,12,65,218,20,0.222857142857143,0.371948051948052,0,0,0,0,0,716,0,1978,4484
FALSE,TRUE,Jim Fregosi,18,6523,844,1726,264,78,151,706,76,0.264602176912464,0.398436302314886,6,0,0,1,0,2599,3,1978,4486
FALSE,TRUE,Ron Fairly,21,7184,931,1913,307,33,215,1044,35,0.266286191536748,0.407989977728285,2,0,0,0,0,2931,0,1978,4487
FALSE,FALSE,Sam Ewing,4,361,31,92,11,3,6,47,1,0.254847645429363,0.351800554016621,0,0,0,0,0,127,0,1978,4489
FALSE,FALSE,Tito Fuentes,13,5566,610,1491,211,46,45,438,80,0.267876392382321,0.346568451311534,0,0,0,0,0,1929,0,1978,4490
FALSE,FALSE,Art Gardner,3,99,12,16,0,0,0,5,1,0.161616161616162,0.161616161616162,0,0,0,0,0,16,0,1978,4492
FALSE,FALSE,Cito Gaston,11,3120,314,799,106,30,91,387,13,0.256089743589744,0.396794871794872,1,0,0,0,0,1238,0,1978,4493
FALSE,FALSE,Mike Gordon,2,28,0,2,0,0,0,2,0,0.0714285714285714,0.0714285714285714,0,0,0,0,0,2,0,1978,4495
FALSE,FALSE,Mike Grace,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,4496
FALSE,FALSE,Fran Healy,9,1326,145,332,60,6,20,141,30,0.250377073906486,0.349924585218703,0,0,0,0,0,464,0,1978,4498
FALSE,FALSE,Ed Herrmann,11,2729,247,654,92,4,80,320,6,0.239648222792232,0.364235983876878,1,0,0,0,0,994,0,1978,4499
FALSE,FALSE,Larry Haney,12,919,68,198,30,1,12,73,3,0.215451577801959,0.289445048966268,0,0,0,0,0,266,0,1978,4501
FALSE,FALSE,Leroy Stanton,9,2575,294,628,114,13,77,358,36,0.243883495145631,0.387961165048544,0,0,0,0,0,999,0,1978,4502
FALSE,FALSE,Gary Sutherland,13,3104,308,754,109,10,24,239,11,0.242912371134021,0.307667525773196,0,0,0,0,0,955,0,1978,4504
FALSE,FALSE,Bobby Thompson,1,120,23,27,3,3,2,12,7,0.225,0.35,0,0,0,0,0,42,0,1978,4505
FALSE,FALSE,Steve Staggs,2,369,47,94,13,8,2,28,7,0.254742547425474,0.349593495934959,0,0,0,0,0,129,0,1978,4507
FALSE,TRUE,Mickey Stanley,15,5022,641,1243,201,48,117,500,44,0.247510951812027,0.376543209876543,0,0,0,4,0,1891,4,1978,4508
FALSE,FALSE,Hank Small,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,4510
FALSE,FALSE,Mike Sember,2,7,2,2,0,0,0,0,0,0.285714285714286,0.285714285714286,0,0,0,0,0,2,0,1978,4511
FALSE,FALSE,Darrell Woodard,1,9,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1978,4513
FALSE,FALSE,George Zeber,2,71,8,21,3,0,3,10,0,0.295774647887324,0.464788732394366,0,0,0,0,0,33,0,1978,4514
FALSE,FALSE,Dave May,12,3670,462,920,130,20,96,422,60,0.250681198910082,0.375476839237057,1,0,0,0,0,1378,0,1978,4516
FALSE,FALSE,Jerry Maddox,1,14,1,3,0,0,0,1,0,0.214285714285714,0.214285714285714,0,0,0,0,0,3,0,1978,4517
FALSE,FALSE,Tony Muser,9,1268,123,329,41,9,7,117,14,0.259463722397476,0.322555205047319,0,0,0,0,0,409,0,1978,4519
FALSE,FALSE,Brian Milner,1,9,3,4,0,1,0,2,0,0.444444444444444,0.666666666666667,0,0,0,0,0,6,0,1978,4520
FALSE,FALSE,Pat Rockett,3,411,33,88,12,0,1,28,2,0.214111922141119,0.250608272506083,0,0,0,0,0,103,0,1978,4522
FALSE,FALSE,Bob Reece,1,11,2,2,1,0,0,3,0,0.181818181818182,0.272727272727273,0,0,0,0,0,3,0,1978,4523
FALSE,FALSE,Marty Perez,10,3131,313,771,108,22,22,241,11,0.246247205365698,0.315873522836155,0,0,0,0,0,989,0,1978,4525
FALSE,FALSE,Jim Obradovich,1,17,3,3,0,1,0,2,0,0.176470588235294,0.294117647058824,0,0,0,0,0,5,0,1978,4526
FALSE,FALSE,Sam Perlozzo,2,26,6,7,0,2,0,0,0,0.269230769230769,0.423076923076923,0,0,0,0,0,11,0,1979,4528
FALSE,FALSE,Ed Putman,3,71,6,17,3,0,2,7,0,0.23943661971831,0.366197183098592,0,0,0,0,0,26,0,1979,4529
FALSE,FALSE,Orlando Ramirez,5,281,24,53,5,1,0,16,16,0.188612099644128,0.213523131672598,0,0,0,0,0,60,0,1979,4531
FALSE,FALSE,Bob Robertson,11,2385,283,578,93,10,115,368,7,0.242348008385744,0.434381551362683,0,0,0,0,0,1036,0,1979,4532
FALSE,FALSE,Rudy Meoli,6,626,69,133,20,4,2,40,10,0.212460063897764,0.266773162939297,0,0,0,0,0,167,0,1979,4534
FALSE,FALSE,Bob Montgomery,10,1185,125,306,50,8,23,156,6,0.258227848101266,0.372151898734177,0,0,0,0,0,441,0,1979,4535
FALSE,TRUE,Thurman Munson,11,5344,696,1558,229,32,113,701,48,0.291541916167665,0.409805389221557,7,1,0,3,0,2190,10,1979,4537
FALSE,FALSE,Tim Nordbrook,6,169,27,30,1,1,0,3,4,0.177514792899408,0.195266272189349,0,0,0,0,0,33,0,1979,4538
FALSE,FALSE,Greg Mahlberg,2,18,2,2,0,0,1,1,0,0.111111111111111,0.277777777777778,0,0,0,0,0,5,0,1979,4540
FALSE,FALSE,Ted Martinez,9,1480,165,355,50,16,7,108,29,0.239864864864865,0.309459459459459,0,0,0,0,0,458,0,1979,4541
FALSE,FALSE,Joe Zdeb,3,345,47,94,8,6,2,34,10,0.272463768115942,0.347826086956522,0,0,0,0,0,120,0,1979,4543
FALSE,TRUE,Roy White,15,6650,964,1803,300,51,160,758,233,0.271127819548872,0.403759398496241,2,0,0,0,0,2685,0,1979,4544
FALSE,FALSE,Jim Wilhelm,2,122,10,32,6,3,0,12,2,0.262295081967213,0.360655737704918,0,0,0,0,0,44,0,1979,4546
FALSE,FALSE,Joe Wallis,5,886,115,216,36,9,16,68,7,0.243792325056433,0.358916478555305,0,0,0,0,0,318,0,1979,4547
FALSE,FALSE,Jim Wessinger,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,4549
FALSE,TRUE,George Scott,14,7433,957,1992,306,60,271,1051,69,0.267994080452038,0.434683169648863,3,0,0,8,0,3231,8,1979,4550
FALSE,FALSE,Rafael Santo Domingo,1,6,0,1,0,0,0,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0,1,0,1979,4552
FALSE,FALSE,Roy Staiger,4,457,42,104,19,1,4,38,4,0.227571115973742,0.299781181619256,0,0,0,0,0,137,0,1979,4553
FALSE,FALSE,Tony Solaita,7,1316,164,336,66,1,50,203,2,0.25531914893617,0.4209726443769,0,0,0,0,0,554,0,1979,4555
FALSE,TRUE,Bobby Tolan,13,4238,572,1121,173,34,86,497,193,0.264511562057574,0.382255781028787,0,0,0,0,0,1620,2,1979,4556
FALSE,FALSE,Ike Hampton,6,135,15,28,4,1,4,18,1,0.207407407407407,0.340740740740741,0,0,0,0,0,46,0,1979,4558
FALSE,FALSE,Gary Hargis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,4559
FALSE,FALSE,Al Greene,1,59,9,8,1,0,3,6,0,0.135593220338983,0.305084745762712,0,0,0,0,0,18,0,1979,4561
FALSE,FALSE,Tom Grieve,9,1907,209,474,76,10,65,254,7,0.248557944415312,0.40115364446775,0,0,0,0,0,765,0,1979,4562
FALSE,FALSE,Fernando Gonzalez,6,1038,85,244,40,7,17,104,8,0.235067437379576,0.336223506743738,0,0,0,0,0,349,0,1979,4564
FALSE,FALSE,John Hale,6,681,66,137,25,2,14,72,10,0.201174743024963,0.305433186490455,0,0,0,0,0,208,0,1979,4565
FALSE,FALSE,Joe Gates,2,40,11,7,0,1,0,2,2,0.175,0.225,0,0,0,0,0,9,0,1979,4567
FALSE,FALSE,Sergio Ferrer,4,178,41,43,3,4,0,3,7,0.241573033707865,0.303370786516854,0,0,0,0,0,54,0,1979,4568
FALSE,FALSE,Gil Flores,3,464,58,121,20,6,2,37,15,0.260775862068966,0.342672413793103,0,0,0,0,0,159,0,1979,4570
FALSE,FALSE,Ray Fosse,12,2957,299,758,117,13,61,324,15,0.256340886033142,0.366587757862699,2,0,0,2,0,1084,3,1979,4571
FALSE,TRUE,Ed Kranepool,18,5436,536,1418,225,25,118,614,15,0.260853568800589,0.376563649742458,1,0,0,0,0,2047,0,1979,4573
FALSE,TRUE,Don Kessinger,16,7651,899,1931,254,80,14,527,100,0.25238530910992,0.311985361390668,6,0,0,2,0,2387,6,1979,4574
FALSE,FALSE,Darryl Jones,1,47,6,12,5,1,0,6,0,0.25531914893617,0.404255319148936,0,0,0,0,0,19,0,1979,4576
FALSE,FALSE,Tim Johnson,7,1269,116,283,27,13,0,84,18,0.22301024428684,0.264775413711584,0,0,0,0,0,336,0,1979,4577
FALSE,FALSE,Gary Holle,1,6,0,1,1,0,0,0,0,0.166666666666667,0.333333333333333,0,0,0,0,0,2,0,1979,4579
FALSE,FALSE,Reggie Baldwin,2,87,5,21,6,0,1,12,0,0.241379310344828,0.344827586206897,0,0,0,0,0,30,0,1979,4580
FALSE,FALSE,Rob Andrews,5,1454,174,365,30,15,3,91,33,0.251031636863824,0.298486932599725,0,0,0,0,0,434,0,1979,4582
FALSE,FALSE,Mike Anderson,9,1490,159,367,67,11,28,134,8,0.246308724832215,0.36241610738255,0,0,0,0,0,540,0,1979,4583
FALSE,FALSE,Bruce Boisclair,5,917,114,241,47,6,10,77,18,0.262813522355507,0.359869138495093,0,0,0,0,0,330,0,1979,4585
FALSE,FALSE,Derek Bryant,1,106,8,19,2,1,0,13,0,0.179245283018868,0.216981132075472,0,0,0,0,0,23,0,1979,4586
