InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,2B,3B,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,LastYearPlayed,ID
FALSE,FALSE,Al Flair,1,30,3,6,2,1,0,2,1,0.20000000000000001,0.33333333333333337,0,0,0,0,0,13,1941,2199
FALSE,FALSE,Beau Bell,7,2718,378,806,165,32,46,437,11,0.29654157468727005,0.43156732891832228,1,0,0,0,0,1416,1941,2202
FALSE,FALSE,Rae Blaemire,1,5,0,2,0,0,0,0,0,0.40000000000000002,0.40000000000000002,0,0,0,0,0,2,1941,2205
FALSE,FALSE,John Davis,1,70,8,15,3,0,0,5,0,0.21428571428571427,0.25714285714285717,0,0,0,0,0,21,1941,2208
FALSE,FALSE,Fred Chapman,3,187,12,36,3,1,0,9,3,0.19251336898395721,0.21925133689839574,0,0,0,0,0,45,1941,2211
FALSE,FALSE,Bruce Campbell,13,4762,759,1382,295,87,106,766,53,0.29021419571608564,0.45548089038219236,0,0,0,0,0,2657,1942,2214
FALSE,FALSE,Harry Danning,10,2971,363,847,162,26,57,397,13,0.28508919555705148,0.41467519353752946,4,0,0,0,0,1477,1942,2217
FALSE,FALSE,Creepy Crespi,5,911,125,240,32,4,4,88,8,0.26344676180021953,0.32052689352360042,0,0,0,0,0,332,1942,2220
FALSE,FALSE,Dick Adkins,1,7,2,1,0,0,0,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,1,1942,2223
FALSE,FALSE,Moe Franklin,2,164,25,43,8,0,2,16,0,0.26219512195121952,0.34756097560975613,0,0,0,0,0,67,1942,2226
FALSE,FALSE,Stan Galle,1,18,3,2,0,0,0,1,0,0.11111111111111112,0.11111111111111112,0,0,0,0,0,2,1942,2229
FALSE,FALSE,Chile Gomez,3,627,56,142,9,3,0,50,3,0.22647527910685805,0.25039872408293462,0,0,0,0,0,169,1942,2232
FALSE,FALSE,Bill Knickerbocker,10,3418,423,943,198,27,28,368,25,0.27589233469865421,0.37419543592744292,0,0,0,0,0,1532,1942,2235
FALSE,FALSE,Bert Hodges,1,11,0,2,0,0,0,0,0,0.18181818181818182,0.18181818181818182,0,0,0,0,0,2,1942,2238
FALSE,FALSE,Val Heim,1,45,6,9,1,1,0,7,1,0.20000000000000001,0.26666666666666666,0,0,0,0,0,14,1942,2241
FALSE,FALSE,Sam West,16,6148,934,1838,347,101,75,838,53,0.29895901106050748,0.42485361093038387,4,0,0,0,0,3135,1942,2244
FALSE,FALSE,Bud Sketchley,1,36,1,7,1,0,0,3,0,0.19444444444444445,0.22222222222222224,0,0,0,0,0,9,1942,2247
FALSE,FALSE,Bob Repass,2,265,30,64,12,1,2,24,6,0.24150943396226415,0.31698113207547174,0,0,0,0,0,99,1942,2250
FALSE,FALSE,Frank McElyea,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942,2253
FALSE,FALSE,Hank Leiber,10,2805,410,808,137,24,101,518,5,0.2880570409982175,0.46203208556149727,3,0,0,0,0,1558,1942,2256
FALSE,FALSE,Jimmy Pofahl,3,764,65,168,33,9,2,70,7,0.21989528795811517,0.29450261780104714,0,0,0,0,0,269,1942,2259
FALSE,FALSE,Bob Patrick,2,15,3,4,1,0,1,3,0,0.26666666666666666,0.53333333333333333,0,0,0,0,0,10,1942,2262
FALSE,FALSE,Rip Radcliff,10,4074,598,1267,205,50,42,533,40,0.31099656357388311,0.41678939617083943,1,0,0,0,0,1995,1943,2265
FALSE,FALSE,Pinky May,5,2215,210,610,102,11,4,215,13,0.27539503386004516,0.33679458239277649,1,0,0,0,0,863,1943,2268
FALSE,FALSE,Dee Miles,7,1467,175,411,53,24,2,143,15,0.28016359918200406,0.35310156782549423,0,0,0,0,0,597,1943,2271
FALSE,FALSE,Frank Skaff,2,75,12,24,3,2,1,11,0,0.32000000000000001,0.45333333333333337,0,0,0,0,0,40,1943,2274
FALSE,FALSE,Hank Schmulbach,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1943,2277
FALSE,FALSE,Joe Wood,1,164,22,53,4,4,1,17,2,0.32317073170731708,0.41463414634146339,0,0,0,0,0,77,1943,2280
FALSE,FALSE,Al Todd,11,2785,286,768,119,29,35,366,18,0.2757630161579892,0.37701974865350085,0,0,0,0,0,1233,1943,2283
FALSE,FALSE,Frank Kalin,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1943,2286
FALSE,FALSE,Sam Gentile,1,4,1,1,1,0,0,0,0,0.25,0.5,0,0,0,0,0,3,1943,2289
FALSE,FALSE,Red Barbary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1943,2292
FALSE,FALSE,Vic Bradford,1,5,1,1,0,0,0,1,0,0.20000000000000001,0.20000000000000001,0,0,0,0,0,1,1943,2295
FALSE,FALSE,Paul Busby,2,56,16,15,1,0,0,7,2,0.26785714285714285,0.2857142857142857,0,0,0,0,0,17,1943,2298
FALSE,FALSE,Frank Doljack,6,561,68,151,31,7,9,85,8,0.26916221033868093,0.3975044563279857,0,0,0,0,0,270,1943,2301
FALSE,FALSE,Garton Del Savio,1,11,0,1,0,0,0,0,0,9.0909090909090912E-2,9.0909090909090912E-2,0,0,0,0,0,1,1943,2304
FALSE,FALSE,Pat Capri,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,2307
FALSE,FALSE,Johnny Cooney,20,3372,409,965,130,26,2,219,30,0.2861803084223013,0.3419335705812574,0,0,0,0,0,1311,1944,2310
FALSE,FALSE,Ted Cieslak,1,220,18,54,10,0,2,11,1,0.24545454545454545,0.31818181818181818,0,0,0,0,0,82,1944,2313
FALSE,FALSE,Frank Demaree,12,4144,578,1241,190,36,72,591,33,0.29946911196911197,0.41481660231660233,2,0,0,0,0,2017,1944,2316
FALSE,FALSE,Estel Crabtree,8,1408,174,396,53,25,13,142,8,0.28125,0.38210227272727271,0,0,0,0,0,629,1944,2319
FALSE,FALSE,Steve Biras,1,2,0,2,0,0,0,2,0,1,1,0,0,0,0,0,2,1944,2322
FALSE,FALSE,Jodie Beeler,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,2325
FALSE,FALSE,Pat Ankenman,3,29,2,7,1,0,0,3,0,0.2413793103448276,0.27586206896551724,0,0,0,0,0,9,1944,2328
FALSE,FALSE,Preston Gomez,1,7,2,2,1,0,0,2,0,0.2857142857142857,0.42857142857142855,0,0,0,0,0,4,1944,2331
FALSE,FALSE,Tom Hafey,2,270,38,67,12,1,6,28,1,0.24814814814814817,0.36666666666666664,0,0,0,0,0,118,1944,2334
FALSE,FALSE,Buck Etchison,2,327,32,72,19,0,8,35,1,0.22018348623853212,0.35168195718654433,0,0,0,0,0,142,1944,2337
FALSE,FALSE,Roy Easterwood,1,33,1,7,2,0,1,2,0,0.2121212121212121,0.36363636363636365,0,0,0,0,0,15,1944,2340
FALSE,FALSE,Bob Finley,2,362,27,91,13,1,2,28,1,0.25138121546961328,0.30939226519337015,0,0,0,0,0,128,1944,2343
FALSE,FALSE,Barney Koch,1,96,11,21,2,0,0,1,0,0.21875,0.23958333333333334,0,0,0,0,0,25,1944,2346
FALSE,FALSE,Ray Hamrick,2,452,34,92,13,2,1,32,1,0.20353982300884957,0.247787610619469,0,0,0,0,0,128,1944,2349
FALSE,FALSE,Tom Turner,5,696,63,165,29,4,7,63,4,0.23706896551724141,0.3204022988505747,0,0,0,0,0,263,1944,2352
FALSE,FALSE,Luis Suarez,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,2355
FALSE,FALSE,Harry Sweeney,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,2358
FALSE,FALSE,Joe Vosmik,13,5472,818,1682,335,92,65,874,23,0.30738304093567254,0.4378654970760234,1,0,0,0,0,2888,1944,2361
FALSE,FALSE,Merv Shea,11,1197,105,263,39,7,5,115,8,0.21971595655806184,0.27652464494569756,0,0,0,0,0,382,1944,2364
FALSE,FALSE,Chet Ross,6,1309,156,316,53,21,34,170,6,0.24140565317035903,0.39190221543162723,0,0,0,0,0,621,1944,2370
FALSE,FALSE,William Metzig,1,16,1,2,0,0,0,1,0,0.125,0.125,0,0,0,0,0,2,1944,2373
FALSE,FALSE,Garth Mann,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,2376
FALSE,FALSE,Hal Luby,2,361,33,89,11,2,2,38,4,0.24653739612188366,0.3047091412742382,0,0,0,0,0,125,1944,2379
FALSE,FALSE,Moon Mullen,1,464,51,124,9,4,0,31,4,0.26724137931034481,0.30387931034482762,0,0,0,0,0,154,1944,2382
FALSE,FALSE,Tony Parisse,2,21,0,3,0,0,0,1,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,3,1944,2385
FALSE,FALSE,Jose Zardon,1,131,13,38,5,3,0,13,3,0.29007633587786258,0.37404580152671757,0,0,0,0,0,57,1945,2388
FALSE,FALSE,Reggie Otero,1,23,1,9,0,0,0,5,0,0.39130434782608697,0.39130434782608697,0,0,0,0,0,9,1945,2391
FALSE,FALSE,Jim Pruett,2,13,2,3,0,0,0,0,0,0.23076923076923075,0.23076923076923075,0,0,0,0,0,3,1945,2394
FALSE,FALSE,Jake Powell,11,2540,353,689,116,26,22,327,65,0.27125984251968499,0.36338582677165354,0,0,0,0,0,1087,1945,2397
FALSE,FALSE,Bill Nagel,3,617,62,140,30,8,15,72,5,0.22690437601296595,0.37439222042139381,0,0,0,0,0,284,1945,2400
FALSE,FALSE,Rene Monteagudo,4,270,32,78,9,1,0,21,2,0.28888888888888886,0.32962962962962966,0,0,0,0,0,99,1945,2403
FALSE,FALSE,Joe Orengo,6,1120,129,266,54,8,17,122,12,0.23749999999999999,0.34553571428571428,0,0,0,0,0,466,1945,2406
FALSE,FALSE,Bob Maier,1,486,58,128,25,7,1,34,7,0.26337448559670784,0.34979423868312753,0,0,0,0,0,203,1945,2409
FALSE,FALSE,Ty LaForest,1,204,25,51,7,4,2,16,4,0.25,0.3529411764705882,0,0,0,0,0,85,1945,2412
FALSE,FALSE,Howie McFarland,1,11,0,1,0,0,0,2,0,9.0909090909090912E-2,9.0909090909090912E-2,0,0,0,0,0,1,1945,2415
FALSE,FALSE,Hack Miller,2,9,1,4,0,0,1,4,0,0.44444444444444448,0.77777777777777779,0,0,0,0,0,8,1945,2418
FALSE,FALSE,Carl McNabb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945,2421
FALSE,FALSE,Ray Medeiros,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945,2424
FALSE,FALSE,Larry Rosenthal,8,1483,240,390,75,25,22,189,13,0.26298044504383006,0.3917734322319622,0,0,0,0,0,703,1945,2427
FALSE,FALSE,Len Rice,2,103,11,23,3,0,0,7,2,0.22330097087378642,0.25242718446601942,0,0,0,0,0,29,1945,2430
FALSE,FALSE,Dick Sipek,1,156,14,38,6,2,0,13,0,0.24358974358974356,0.30769230769230771,0,0,0,0,0,56,1945,2433
FALSE,FALSE,Dick Siebert,11,3917,439,1104,204,40,32,482,30,0.28184835333163138,0.37886137350012766,1,0,0,0,0,1760,1945,2436
FALSE,FALSE,Bill Schuster,5,261,27,61,11,3,1,17,6,0.23371647509578541,0.31034482758620685,0,0,0,0,0,96,1945,2439
FALSE,FALSE,Elmer Weingartner,1,39,5,9,1,0,0,1,0,0.23076923076923075,0.25641025641025644,0,0,0,0,0,11,1945,2442
FALSE,FALSE,Norm Wallen,1,15,1,2,0,1,0,1,0,0.13333333333333333,0.26666666666666666,0,0,0,0,0,5,1945,2445
FALSE,FALSE,Hub Walker,5,779,117,205,43,6,5,60,26,0.26315789473684209,0.35301668806161746,0,0,0,0,0,329,1945,2448
FALSE,FALSE,Barney White,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945,2451
FALSE,FALSE,Stan Wentzel,1,19,3,4,0,1,0,6,1,0.2105263157894737,0.31578947368421051,0,0,0,0,0,7,1945,2454
FALSE,FALSE,Clyde Sukeforth,10,1237,122,326,50,14,2,96,12,0.26354082457558609,0.33144704931285368,0,0,0,0,0,476,1945,2457
FALSE,FALSE,Al Unser,4,338,41,85,15,4,4,30,0,0.25147928994082841,0.35502958579881655,0,0,0,0,0,143,1945,2460
FALSE,FALSE,Jackie Tobin,1,278,25,70,6,2,0,21,2,0.25179856115107913,0.28776978417266186,0,0,0,0,0,88,1945,2463
FALSE,FALSE,Chuck Hostetler,2,309,45,86,12,2,0,22,4,0.27831715210355989,0.3300970873786408,0,0,0,0,0,116,1945,2466
FALSE,FALSE,Oris Hockett,7,2165,259,598,112,21,13,214,43,0.27621247113163971,0.3653579676674365,1,0,0,0,0,937,1945,2469
FALSE,FALSE,Red Hayworth,2,430,27,91,15,1,1,42,0,0.21162790697674419,0.25813953488372093,0,0,0,0,0,128,1945,2472
FALSE,FALSE,Ernie Kish,1,110,10,27,5,1,0,10,0,0.24545454545454545,0.30909090909090908,0,0,0,0,0,40,1945,2475
FALSE,FALSE,Dick Kimble,1,49,5,12,1,1,0,1,0,0.24489795918367344,0.30612244897959184,0,0,0,0,0,17,1945,2478
FALSE,FALSE,Joe Just,2,45,2,7,0,0,0,2,0,0.15555555555555556,0.15555555555555556,0,0,0,0,0,7,1945,2481
FALSE,FALSE,George Fallon,4,282,26,61,10,1,1,21,2,0.21631205673758866,0.26950354609929078,0,0,0,0,0,88,1945,2487
FALSE,FALSE,Pete Gray,1,234,26,51,6,2,0,13,5,0.21794871794871795,0.2606837606837607,0,0,0,0,0,69,1945,2490
FALSE,FALSE,Bob Garbark,7,327,31,81,9,0,0,28,0,0.24770642201834864,0.27522935779816515,0,0,0,0,0,99,1945,2493
FALSE,FALSE,Al Gardella,1,26,2,2,0,0,0,1,0,7.6923076923076927E-2,7.6923076923076927E-2,0,0,0,0,0,2,1945,2496
FALSE,FALSE,Morrie Aderholt,5,262,36,70,7,3,3,32,3,0.26717557251908397,0.35114503816793891,0,0,0,0,0,105,1945,2499
FALSE,FALSE,Red Borom,2,144,20,36,4,0,0,10,4,0.25,0.27777777777777779,0,0,0,0,0,44,1945,2502
FALSE,FALSE,Ray Berres,11,1330,96,287,37,3,3,78,4,0.21578947368421053,0.25488721804511277,0,0,0,0,0,382,1945,2505
FALSE,FALSE,Jim Bucher,7,1792,242,474,66,19,17,193,19,0.26450892857142855,0.3510044642857143,0,0,0,0,0,731,1945,2508
FALSE,FALSE,Tony Daniels,1,230,15,46,3,2,0,10,1,0.20000000000000001,0.23043478260869565,0,0,0,0,0,58,1945,2511
FALSE,FALSE,Bill DeKoning,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945,2517
FALSE,FALSE,Frank Drews,2,288,27,59,13,2,0,29,0,0.2048611111111111,0.2638888888888889,0,0,0,0,0,91,1945,2520
FALSE,FALSE,Al Cihocki,1,283,21,60,9,3,0,24,2,0.21201413427561838,0.26501766784452296,0,0,0,0,0,87,1945,2523
FALSE,FALSE,Milt Byrnes,3,1278,174,350,77,15,16,154,3,0.27386541471048514,0.39514866979655711,0,0,0,0,0,613,1945,2526
FALSE,FALSE,Eddie Carnett,3,530,56,142,25,8,1,67,5,0.26792452830188679,0.35094339622641513,0,0,0,0,0,220,1945,2529
FALSE,FALSE,Ben Chapman,15,6478,1144,1958,407,107,90,977,287,0.30225378203149122,0.43979623340537199,4,0,0,0,0,3453,1946,2532
FALSE,FALSE,Bill Drescher,3,139,10,37,4,1,0,16,0,0.26618705035971219,0.30935251798561153,0,0,0,0,0,48,1946,2535
