InductedToHallOfFame,YearsPlayed,AB,R,H,2B,3B,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB
FALSE,1,7,3,1,0,0,0,0,0,0.142857143,0.142857143,0,0,0,0,0,1
FALSE,6,223,19,47,11,0,7,31,1,0.210762332,0.35426009,0,0,0,0,0,97
FALSE,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FALSE,8,1262,153,303,49,1,61,152,6,0.240095087,0.425515055,0,0,0,0,0,648
FALSE,17,6925,1063,1960,388,43,306,1111,72,0.283032491,0.484043321,9,1,0,4,0,4089
FALSE,8,531,78,110,17,2,2,24,53,0.207156309,0.258003766,0,0,0,0,0,158
FALSE,10,1719,205,460,100,10,18,183,8,0.26759744,0.368819081,0,0,0,0,0,762
FALSE,9,423,39,84,18,0,16,55,1,0.19858156,0.354609929,0,0,0,0,0,184
FALSE,5,448,83,102,25,6,10,40,13,0.227678571,0.377232143,0,0,0,0,0,210
FALSE,16,6868,973,1875,396,61,215,884,58,0.273005242,0.442341293,3,0,0,0,0,3710
FALSE,14,5045,614,1342,223,37,144,723,163,0.266005946,0.410505451,2,0,0,0,0,2475
FALSE,4,127,15,22,0,1,5,13,6,0.173228346,0.307086614,0,0,0,0,0,45
FALSE,8,562,40,112,17,4,7,45,4,0.199288256,0.28113879,0,0,0,0,0,186
FALSE,2,181,17,42,9,2,3,14,5,0.232044199,0.35359116,0,0,0,0,0,78
FALSE,7,619,37,127,24,4,5,69,0,0.205169628,0.281098546,0,0,0,0,0,207
FALSE,9,1213,117,310,54,5,13,131,2,0.255564716,0.340478153,0,0,0,0,0,485
FALSE,13,4214,458,1118,190,33,42,344,40,0.265306122,0.355956336,0,0,0,0,0,1765
FALSE,3,114,22,22,5,0,3,17,2,0.192982456,0.315789474,0,0,0,0,0,44
FALSE,11,1086,109,261,34,2,8,85,6,0.240331492,0.297421731,0,0,0,0,0,367
FALSE,8,2693,300,664,107,28,40,244,80,0.246565169,0.351652432,0,0,0,0,0,1122
FALSE,9,491,41,109,17,2,2,20,2,0.221995927,0.276985743,0,0,0,0,0,157
FALSE,1,26,4,8,1,0,0,3,0,0.307692308,0.346153846,0,0,0,0,0,10
FALSE,15,4855,676,1361,226,56,62,435,217,0.280329557,0.388259526,1,0,0,0,0,2229
FALSE,3,123,12,26,3,0,1,11,6,0.211382114,0.260162602,0,0,0,0,0,36
FALSE,19,9358,1272,2712,526,75,339,1493,154,0.289805514,0.470720239,7,1,0,3,0,5345
FALSE,2,160,14,44,9,2,2,15,1,0.275,0.39375,0,0,0,0,0,76
FALSE,6,186,16,38,8,0,0,18,0,0.204301075,0.247311828,0,0,0,0,0,54
FALSE,12,5815,869,1494,273,66,169,737,280,0.256921754,0.413757524,1,0,0,0,0,2914
FALSE,1,14,3,5,1,0,0,0,3,0.357142857,0.428571429,0,0,0,0,0,7
FALSE,9,1337,151,340,59,11,20,151,18,0.254300673,0.359760658,0,0,0,0,0,571
FALSE,11,3593,433,971,173,8,148,530,26,0.270247704,0.446423601,1,0,0,0,0,1933
FALSE,1,29,3,6,1,0,0,2,2,0.206896552,0.24137931,0,0,0,0,0,8
FALSE,2,25,1,4,1,0,0,3,0,0.16,0.2,0,0,0,0,0,6
FALSE,2,88,7,18,4,1,0,7,0,0.204545455,0.272727273,0,0,0,0,0,29
FALSE,5,260,41,64,9,1,5,36,4,0.246153846,0.346153846,0,0,0,0,0,105
FALSE,3,78,5,19,5,1,0,7,0,0.243589744,0.333333333,0,0,0,0,0,32
FALSE,4,443,34,96,22,0,7,43,1,0.216704289,0.313769752,0,0,0,0,0,168
FALSE,9,2419,319,611,91,21,51,257,86,0.252583712,0.370814386,0,0,0,0,0,1060
FALSE,11,3090,389,739,128,24,70,313,98,0.239158576,0.36407767,0,0,0,0,0,1347
FALSE,9,1441,119,329,62,3,17,136,3,0.228313671,0.310895212,0,0,0,0,0,530
FALSE,8,1292,142,319,49,10,38,143,3,0.246904025,0.388544892,0,0,0,0,0,599
FALSE,2,20,1,2,0,0,0,0,0,0.1,0.1,0,0,0,0,0,2
FALSE,7,258,13,52,11,0,0,14,2,0.201550388,0.244186047,0,0,0,0,0,74
FALSE,15,3774,447,938,176,15,134,534,22,0.24854266,0.409644939,1,0,0,0,0,1871
FALSE,1,19,0,1,0,0,0,0,0,5.26E-02,5.26E-02,0,0,0,0,0,1
FALSE,6,1154,136,252,42,8,27,119,49,0.218370884,0.33882149,0,0,0,0,0,468
FALSE,12,1397,176,337,57,17,18,128,64,0.24123121,0.345025054,0,0,0,0,0,574
FALSE,1,54,6,14,4,0,1,6,0,0.259259259,0.388888889,0,0,0,0,0,26
FALSE,16,7721,893,2096,329,106,70,728,242,0.271467426,0.36873462,3,0,0,0,0,3352
FALSE,2,11,0,1,0,0,0,1,0,9.09E-02,9.09E-02,0,0,0,0,0,1
FALSE,14,3440,348,914,172,7,71,438,14,0.265697674,0.381686047,0,0,0,0,0,1563
FALSE,14,4212,462,1061,173,27,86,469,54,0.251899335,0.367046534,0,0,0,0,0,1832
FALSE,13,1961,208,503,96,6,30,229,12,0.256501785,0.357470678,0,0,0,0,0,833
FALSE,10,2708,356,648,100,3,176,460,16,0.23929099,0.473412112,1,0,0,0,0,1561
FALSE,14,4979,474,1313,244,12,113,628,6,0.263707572,0.385619602,4,0,0,0,0,2289
FALSE,6,1303,173,356,56,6,27,164,62,0.273215656,0.387567153,0,0,0,0,0,594
FALSE,4,239,27,65,10,1,13,40,1,0.271966527,0.485355649,0,0,0,0,0,140
FALSE,1,15,0,3,0,0,0,1,0,0.2,0.2,0,0,0,0,0,3
FALSE,6,1205,111,282,61,3,24,124,0,0.234024896,0.349377593,0,0,0,0,0,509
FALSE,3,165,19,38,7,0,4,15,2,0.23030303,0.345454545,0,0,0,0,0,68
FALSE,2,75,12,15,5,1,2,6,1,0.2,0.373333333,0,0,0,0,0,36
FALSE,10,3378,418,938,163,9,18,314,57,0.2776791,0.347246892,0,0,0,0,0,1363
FALSE,10,3202,420,794,141,6,110,462,41,0.247970019,0.398813242,0,0,0,0,0,1534
FALSE,10,3700,523,970,177,30,75,391,113,0.262162162,0.387027027,0,0,0,0,0,1714
FALSE,1,7,1,1,0,0,0,0,0,0.142857143,0.142857143,0,0,0,0,0,1
FALSE,10,1519,190,383,71,8,55,197,15,0.252139566,0.418038183,0,0,0,0,0,769
FALSE,5,54,9,9,1,0,1,1,3,0.166666667,0.240740741,0,0,0,0,0,15
FALSE,3,73,15,12,4,0,4,13,0,0.164383562,0.383561644,0,0,0,0,0,36
FALSE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,10,3927,459,1104,229,32,61,391,50,0.281130634,0.402342755,0,0,0,0,0,1902
FALSE,3,139,8,29,6,2,0,7,0,0.208633094,0.28057554,0,0,0,0,0,47
FALSE,5,360,35,82,13,5,7,42,1,0.227777778,0.35,0,0,0,0,0,151
FALSE,20,7853,1188,2099,360,28,275,1073,50,0.267286387,0.425315166,1,0,0,0,0,4003
FALSE,2,25,0,2,0,0,0,0,0,8.00E-02,8.00E-02,0,0,0,0,0,2
FALSE,9,4240,568,1189,220,10,160,683,7,0.280424528,0.450235849,1,0,0,0,0,2299
FALSE,7,2338,391,666,125,8,104,360,87,0.284858854,0.4786142,0,0,0,0,0,1356
FALSE,2,128,15,24,6,1,2,9,2,0.1875,0.296875,0,0,0,0,0,47
FALSE,18,4069,393,998,190,15,59,436,6,0.245269108,0.342836078,0,0,0,0,0,1659
FALSE,1,36,5,6,0,0,0,1,0,0.166666667,0.166666667,0,0,0,0,0,6
FALSE,18,6847,1118,1826,332,39,340,1180,77,0.26668614,0.475536731,4,0,0,0,0,3967
FALSE,17,2679,312,690,100,16,54,289,19,0.257558791,0.367301232,0,0,0,0,0,1154
FALSE,9,1648,149,424,75,6,18,184,3,0.257281553,0.342839806,0,0,0,0,0,664
FALSE,7,2336,308,601,102,16,70,321,58,0.257277397,0.404537671,0,0,0,0,0,1133
FALSE,3,84,9,17,1,0,0,4,0,0.202380952,0.214285714,0,0,0,0,0,19
FALSE,12,4759,715,1219,216,30,241,716,66,0.256146249,0.466064299,1,0,0,2,0,2705
FALSE,7,949,101,209,37,1,24,101,2,0.220231823,0.33719705,0,0,0,0,0,382
FALSE,4,79,4,15,2,2,0,7,0,0.189873418,0.265822785,0,0,0,0,0,25
FALSE,10,2026,244,490,73,12,19,143,49,0.241855874,0.31786772,0,0,0,0,0,748
FALSE,5,180,19,40,9,0,0,11,1,0.222222222,0.272222222,0,0,0,0,0,58
FALSE,1,125,8,25,4,2,1,14,1,0.2,0.288,0,0,0,0,0,43
FALSE,8,676,95,144,30,7,9,42,33,0.213017751,0.318047337,0,0,0,0,0,261
FALSE,13,3159,331,795,176,12,88,382,3,0.251661918,0.398543843,2,0,0,0,0,1535
FALSE,1,11,1,2,1,0,0,4,0,0.181818182,0.272727273,0,0,0,0,0,4
FALSE,1,18,1,2,0,0,0,0,0,0.111111111,0.111111111,0,0,0,0,0,2
FALSE,11,4520,535,1220,204,24,120,545,16,0.269911504,0.405309735,2,0,0,0,0,2180
FALSE,12,5249,767,1402,282,36,143,696,253,0.267098495,0.416269766,1,0,0,0,0,2646
FALSE,1,75,9,14,1,0,0,1,4,0.186666667,0.2,0,0,0,0,0,16
FALSE,12,3911,454,1101,190,25,47,512,16,0.281513679,0.37893122,1,0,0,0,0,1744
FALSE,4,298,35,60,11,2,6,29,3,0.201342282,0.312080537,0,0,0,0,0,112
FALSE,3,110,9,26,5,0,0,6,2,0.236363636,0.281818182,0,0,0,0,0,36
FALSE,18,2945,372,799,142,30,49,380,44,0.271307301,0.389813243,0,0,0,0,0,1369
FALSE,3,109,11,27,3,1,1,11,1,0.247706422,0.321100917,0,0,0,0,0,40
FALSE,9,1888,212,452,69,26,19,147,105,0.23940678,0.333686441,0,0,0,0,0,744
FALSE,3,146,11,23,4,0,0,5,0,0.157534247,0.184931507,0,0,0,0,0,31
FALSE,4,200,24,49,11,3,5,23,1,0.245,0.405,0,0,0,0,0,100
FALSE,10,252,20,48,6,1,1,21,2,0.19047619,0.234126984,0,0,0,0,0,67
FALSE,2,17,1,4,1,0,0,1,0,0.235294118,0.294117647,0,0,0,0,0,6
FALSE,13,4373,398,1131,198,12,68,446,29,0.258632518,0.356048479,2,0,0,0,0,1835
FALSE,15,7158,1007,2074,332,40,151,874,224,0.289745739,0.41058955,1,0,0,0,0,3462
FALSE,3,14,13,3,0,0,0,1,9,0.214285714,0.214285714,0,0,0,0,0,3
FALSE,2,25,1,3,1,0,0,3,0,0.12,0.16,0,0,0,0,0,5
FALSE,7,614,60,145,15,8,8,63,15,0.236156352,0.325732899,0,0,0,0,0,231
FALSE,16,3569,445,972,226,17,73,435,15,0.272345195,0.406556458,0,0,0,0,0,1767
FALSE,16,4874,558,1354,237,44,29,446,62,0.277800574,0.362330735,0,0,0,0,0,2076
FALSE,11,3629,568,855,109,49,21,259,354,0.235602094,0.310002756,0,0,0,5,0,1304
FALSE,1,9,3,2,0,0,0,0,0,0.222222222,0.222222222,0,0,0,0,0,2
FALSE,2,23,2,5,1,1,0,3,0,0.217391304,0.347826087,0,0,0,0,0,10
FALSE,18,8018,1239,2210,316,65,54,687,271,0.275629833,0.351459217,6,0,0,0,0,3253
FALSE,13,5494,562,1432,224,31,53,484,112,0.26064798,0.341645431,1,0,0,0,0,2185
FALSE,18,2266,193,544,100,7,43,247,5,0.240070609,0.347308032,0,0,0,0,0,937
FALSE,5,1376,163,380,59,1,19,165,3,0.276162791,0.361918605,0,0,0,0,0,577
FALSE,12,1874,184,501,83,9,24,192,8,0.267342583,0.359658485,0,0,0,0,0,790
FALSE,5,401,35,80,18,0,4,29,2,0.199501247,0.274314214,0,0,0,0,0,132
FALSE,5,1275,132,309,61,3,20,131,5,0.242352941,0.341960784,1,0,0,0,0,520
FALSE,1,17,1,1,0,0,0,1,0,5.88E-02,5.88E-02,0,0,0,0,0,1
FALSE,1,5,1,2,1,0,0,3,0,0.4,0.6,0,0,0,0,0,4
FALSE,3,429,58,111,22,2,18,58,1,0.258741259,0.445221445,0,0,0,0,0,233
FALSE,1,37,10,11,1,1,0,1,6,0.297297297,0.378378378,0,0,0,0,0,16
FALSE,2,81,6,17,1,0,1,10,0,0.209876543,0.259259259,0,0,0,0,0,23
FALSE,2,88,8,18,0,0,0,4,1,0.204545455,0.204545455,0,0,0,0,0,18
FALSE,2,105,30,25,3,1,0,7,27,0.238095238,0.285714286,0,0,0,0,0,34
FALSE,7,2321,275,618,131,12,32,266,23,0.266264541,0.374407583,0,0,0,0,0,1044
FALSE,1,33,3,5,1,0,0,4,0,0.151515152,0.181818182,0,0,0,0,0,7
FALSE,1,10,2,3,0,0,1,1,0,0.3,0.6,0,0,0,0,0,7
FALSE,1,102,11,23,5,0,2,7,2,0.225490196,0.333333333,0,0,0,0,0,41
FALSE,1,13,2,1,0,0,0,1,1,7.69E-02,7.69E-02,0,0,0,0,0,1
FALSE,1,67,8,14,2,0,0,0,0,0.208955224,0.23880597,0,0,0,0,0,18
FALSE,1,24,3,6,1,0,2,7,0,0.25,0.541666667,0,0,0,0,0,16
FALSE,2,34,4,6,1,0,0,1,0,0.176470588,0.205882353,0,0,0,0,0,8
FALSE,7,884,77,206,42,4,22,116,4,0.233031674,0.364253394,0,0,0,0,0,390
FALSE,10,1087,113,245,50,3,34,129,3,0.225390984,0.37074517,0,0,0,0,0,490
FALSE,6,1455,162,376,85,4,52,204,7,0.258419244,0.429553265,0,0,0,0,0,766
FALSE,9,2504,309,637,92,20,48,284,20,0.254392971,0.364616613,0,0,0,0,0,1073
FALSE,10,4151,451,1098,209,26,98,521,27,0.264514575,0.398217297,1,0,0,0,0,1986
FALSE,5,362,31,91,11,0,1,37,2,0.251381215,0.290055249,0,0,0,0,0,117
FALSE,2,166,8,37,2,0,4,25,0,0.222891566,0.307228916,0,0,0,0,0,57
FALSE,4,473,53,109,21,2,25,72,1,0.230443975,0.441860465,0,0,0,0,0,257
FALSE,4,242,50,52,9,1,1,14,15,0.214876033,0.272727273,0,0,0,0,0,77
FALSE,11,1217,150,299,37,7,17,116,67,0.245686113,0.329498767,0,0,0,0,0,462
FALSE,1,59,10,11,0,0,1,2,3,0.186440678,0.237288136,0,0,0,0,0,15
FALSE,11,3112,415,789,185,12,86,379,23,0.253534704,0.403598972,0,0,0,0,0,1539
FALSE,2,30,4,7,1,0,0,0,1,0.233333333,0.266666667,0,0,0,0,0,9
FALSE,1,181,17,40,4,1,0,13,0,0.220994475,0.254143646,0,0,0,0,0,51
FALSE,2,24,4,5,2,0,0,1,1,0.208333333,0.291666667,0,0,0,0,0,9
FALSE,4,201,18,41,6,2,2,24,1,0.2039801,0.28358209,0,0,0,0,0,67
FALSE,3,117,17,24,3,0,2,11,2,0.205128205,0.282051282,0,0,0,0,0,38
FALSE,2,75,9,16,4,0,0,5,4,0.213333333,0.266666667,0,0,0,0,0,24
FALSE,6,485,45,113,25,1,1,28,15,0.232989691,0.294845361,0,0,0,0,0,170
FALSE,3,233,21,56,9,0,1,19,2,0.240343348,0.291845494,0,0,0,0,0,78
FALSE,1,15,2,1,0,0,0,0,0,6.67E-02,6.67E-02,0,0,0,0,0,1
FALSE,8,1248,160,304,43,16,7,108,103,0.243589744,0.320512821,0,0,0,0,0,466
FALSE,4,214,26,43,7,2,0,14,5,0.200934579,0.252336449,0,0,0,0,0,63
FALSE,5,765,62,178,21,1,22,76,0,0.232679739,0.349019608,0,0,0,0,0,311
FALSE,1,2,0,1,0,0,0,1,0,0.5,0.5,0,0,0,0,0,1
FALSE,10,3159,431,818,148,24,117,443,80,0.258942703,0.432098765,2,0,0,1,0,1654
FALSE,18,6780,759,1688,245,78,24,527,192,0.248967552,0.318731563,1,0,0,1,0,2508
FALSE,1,31,7,6,2,0,1,1,1,0.193548387,0.35483871,0,0,0,0,0,14
FALSE,11,3120,351,714,127,11,181,495,1,0.228846154,0.450641026,0,0,0,0,0,1725
FALSE,3,151,10,27,10,0,0,7,0,0.178807947,0.245033113,0,0,0,0,0,47
FALSE,12,6123,814,1702,308,34,265,1002,67,0.277968316,0.469214437,3,1,0,0,0,3480
FALSE,4,288,30,80,15,0,2,33,1,0.277777778,0.350694444,0,0,0,0,0,118
FALSE,6,1050,176,233,48,3,9,92,54,0.221904762,0.299047619,0,0,0,0,0,374
FALSE,2,163,12,35,7,2,2,21,1,0.214723926,0.319018405,0,0,0,0,0,63
FALSE,3,65,8,13,6,0,0,4,0,0.2,0.292307692,0,0,0,0,0,25
FALSE,1,47,1,10,1,0,0,3,0,0.212765957,0.234042553,0,0,0,0,0,12
FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,10,3312,470,901,200,25,104,444,97,0.272041063,0.441727053,1,0,0,0,0,1792
FALSE,10,3719,510,965,177,13,190,603,28,0.259478354,0.467329927,2,0,0,0,0,2118
FALSE,6,759,80,194,39,6,10,87,5,0.255599473,0.362318841,0,0,0,0,0,330
FALSE,10,2178,296,569,87,9,44,210,130,0.261248852,0.370064279,0,0,0,0,0,946
FALSE,12,5131,727,1366,220,39,84,497,209,0.266224907,0.373416488,0,0,0,0,0,2259
FALSE,5,506,42,125,22,2,5,50,2,0.247035573,0.328063241,0,0,0,0,0,195
FALSE,5,993,122,242,27,7,3,67,89,0.243705942,0.294058409,0,0,0,0,0,329
FALSE,6,168,16,41,6,1,3,18,1,0.244047619,0.345238095,0,0,0,0,0,68
FALSE,2,133,18,35,7,0,6,20,2,0.263157895,0.45112782,0,0,0,0,0,73
FALSE,4,795,99,199,47,4,7,80,7,0.250314465,0.34591195,0,0,0,0,0,333
FALSE,8,453,56,110,21,10,7,50,13,0.242825607,0.379690949,0,0,0,0,0,210
FALSE,3,191,17,48,13,0,0,12,3,0.251308901,0.319371728,0,0,0,0,0,74
FALSE,4,534,53,135,26,5,4,52,4,0.252808989,0.342696629,0,0,0,0,0,218
FALSE,11,2629,378,655,131,22,83,278,98,0.249144161,0.410422214,0,0,0,0,0,1315
FALSE,2,39,3,3,1,0,0,2,1,7.69E-02,0.102564103,0,0,0,0,0,5
FALSE,15,5974,656,1608,290,31,149,824,64,0.269166388,0.402912621,2,0,0,0,0,2877
FALSE,14,6289,804,1543,306,33,271,919,69,0.245349022,0.433773255,1,0,0,0,0,3338
FALSE,9,614,95,159,30,4,14,83,20,0.258957655,0.389250814,0,0,0,0,0,287
FALSE,6,2132,309,562,105,24,55,280,49,0.263602251,0.412757974,0,0,0,0,0,1064
FALSE,10,2262,318,564,59,32,14,173,161,0.24933687,0.322281167,0,0,0,0,0,834
FALSE,8,2393,341,598,86,14,141,415,82,0.249895529,0.474300042,1,0,0,0,0,1376
FALSE,3,156,10,34,8,1,2,14,2,0.217948718,0.320512821,0,0,0,0,0,61
FALSE,3,32,3,6,2,0,0,2,0,0.1875,0.25,0,0,0,0,0,10
FALSE,14,6192,903,1749,312,18,293,1086,37,0.28246124,0.480620155,1,0,0,0,0,3599
FALSE,4,327,35,71,14,2,7,42,0,0.217125382,0.336391437,0,0,0,0,0,133
FALSE,2,108,13,23,5,0,9,15,0,0.212962963,0.509259259,0,0,0,0,0,69
FALSE,4,86,13,20,2,0,5,12,0,0.23255814,0.430232558,0,0,0,0,0,44
FALSE,2,38,2,5,3,0,1,1,1,0.131578947,0.289473684,0,0,0,0,0,15
FALSE,19,7731,1169,2207,281,147,41,585,668,0.285474065,0.375759928,2,0,0,1,0,3374
FALSE,5,422,42,100,20,2,4,41,2,0.236966825,0.322274882,0,0,0,0,0,162
FALSE,13,3513,591,886,183,51,90,352,322,0.252206092,0.41019072,0,0,0,0,0,1765
FALSE,4,164,14,41,10,0,4,21,0,0.25,0.384146341,0,0,0,0,0,77
FALSE,5,359,37,73,12,1,2,20,8,0.203342618,0.259052925,0,0,0,0,0,108
FALSE,9,3656,439,902,178,13,149,488,28,0.246717724,0.424781182,0,0,0,0,0,1893
FALSE,1,21,1,5,3,0,0,2,2,0.238095238,0.380952381,0,0,0,0,0,11
FALSE,3,41,8,9,3,0,0,6,0,0.219512195,0.292682927,0,0,0,0,0,15
FALSE,9,676,82,165,34,1,21,89,4,0.24408284,0.390532544,0,0,0,0,0,320
FALSE,8,2118,305,553,106,10,70,284,16,0.261095373,0.4197356,0,0,0,0,0,1075
FALSE,6,326,26,67,12,0,3,30,1,0.205521472,0.26993865,0,0,0,0,0,103
FALSE,12,5423,727,1439,284,35,211,807,93,0.265351282,0.447353863,0,0,0,0,0,2956
FALSE,1,28,1,7,1,0,0,2,1,0.25,0.285714286,0,0,0,0,0,9
FALSE,7,2829,458,715,125,28,74,266,169,0.252739484,0.395192648,0,0,0,0,0,1345
FALSE,3,758,110,212,37,0,37,120,5,0.279683377,0.474934037,0,0,0,0,0,434
FALSE,8,493,47,118,13,4,1,33,9,0.239350913,0.288032454,0,0,0,0,0,160
FALSE,1,11,1,2,0,0,0,1,0,0.181818182,0.181818182,0,0,0,0,0,2
FALSE,3,289,34,70,13,0,1,35,1,0.242214533,0.297577855,0,0,0,0,0,100
FALSE,10,2620,341,638,129,15,117,390,7,0.24351145,0.438167939,0,0,0,0,0,1409
FALSE,9,1527,223,380,72,11,22,148,52,0.248853962,0.353634578,0,0,0,0,0,645
FALSE,2,207,19,55,10,0,6,18,2,0.265700483,0.400966184,0,0,0,0,0,99
FALSE,13,3144,383,832,150,11,59,396,142,0.264631043,0.375636132,1,0,0,0,0,1401
FALSE,19,7067,856,1782,305,27,324,1070,28,0.252157917,0.44049809,8,0,0,3,0,3769
FALSE,11,3901,462,942,206,18,134,505,18,0.241476544,0.40656242,0,0,0,0,0,1944
FALSE,2,18,2,1,0,0,0,0,0,5.56E-02,5.56E-02,0,0,0,0,0,1
FALSE,12,3202,339,821,104,24,14,254,35,0.256402249,0.316989382,0,0,0,0,0,1157
FALSE,11,2735,310,695,96,4,136,422,8,0.254113346,0.441316271,1,0,0,0,0,1443
FALSE,2,38,4,8,0,0,0,2,0,0.210526316,0.210526316,0,0,0,0,0,8
FALSE,2,45,4,10,1,0,0,2,2,0.222222222,0.244444444,0,0,0,0,0,12
FALSE,7,1485,145,383,63,6,25,161,10,0.257912458,0.358922559,0,0,0,0,0,627
FALSE,1,198,21,47,12,0,3,21,1,0.237373737,0.343434343,0,0,0,0,0,83
FALSE,2,38,3,8,4,0,0,4,0,0.210526316,0.315789474,0,0,0,0,0,16
FALSE,9,1326,190,347,67,8,12,92,63,0.261689291,0.351432881,0,0,0,0,0,553
FALSE,9,3677,368,935,145,27,9,324,62,0.254283383,0.315746532,0,0,0,1,0,1342
FALSE,11,2693,304,686,88,20,19,249,31,0.254734497,0.323431118,0,0,0,0,0,998
FALSE,12,2473,185,663,109,5,18,294,5,0.268095431,0.33805095,0,0,0,1,0,968
FALSE,3,256,32,73,18,0,3,37,3,0.28515625,0.390625,0,0,0,0,0,121
FALSE,7,628,53,150,26,2,15,89,0,0.238853503,0.358280255,0,0,0,0,0,268
FALSE,5,1248,171,287,43,1,65,169,10,0.229967949,0.422275641,0,0,0,0,0,636
FALSE,8,1203,149,337,61,5,10,123,22,0.280133001,0.364089776,1,0,0,0,0,514
FALSE,6,230,22,49,8,0,9,26,0,0.213043478,0.365217391,0,0,0,0,0,101
FALSE,13,2110,312,547,107,21,40,239,27,0.259241706,0.386729858,0,0,0,0,0,984
FALSE,6,590,74,132,29,3,13,44,14,0.223728814,0.349152542,0,0,0,0,0,251
FALSE,3,330,31,67,11,2,5,21,4,0.203030303,0.293939394,0,0,0,0,0,115
FALSE,13,5711,835,1562,293,91,164,792,245,0.273507267,0.442829627,3,0,0,5,0,3077
FALSE,8,837,101,204,41,11,10,84,27,0.243727599,0.35483871,0,0,0,0,0,359
FALSE,3,103,9,13,2,0,1,7,1,0.126213592,0.174757282,0,0,0,0,0,21
FALSE,9,2119,244,596,103,14,28,208,14,0.281264748,0.382727702,0,0,0,0,0,956
FALSE,10,2591,323,602,109,12,104,348,74,0.232342725,0.404091085,0,0,0,0,0,1272
FALSE,12,2128,245,529,90,13,48,220,14,0.248590226,0.370770677,0,0,0,0,0,940
FALSE,3,105,11,18,2,1,0,9,0,0.171428571,0.20952381,0,0,0,0,0,25
FALSE,7,607,79,132,30,0,12,58,23,0.217462932,0.326194399,0,0,0,0,0,240
FALSE,4,109,9,19,4,1,0,9,0,0.174311927,0.229357798,0,0,0,0,0,30
FALSE,12,4339,586,1146,210,30,54,399,218,0.264116156,0.363678267,0,0,0,0,0,1872
FALSE,10,3040,343,794,145,24,90,386,27,0.261184211,0.413486842,0,0,0,0,0,1516
FALSE,14,4940,760,1229,247,22,228,760,231,0.248785425,0.446153846,2,0,0,0,0,2701
FALSE,10,3897,582,1170,199,34,100,592,58,0.300230947,0.445727483,3,0,0,0,0,2070
FALSE,2,163,16,37,8,0,1,13,6,0.226993865,0.294478528,0,0,0,0,0,57
FALSE,9,2081,273,564,100,10,17,190,20,0.271023546,0.353195579,0,0,0,0,0,862
FALSE,4,258,38,51,8,2,5,19,5,0.197674419,0.302325581,0,0,0,0,0,93
FALSE,2,84,14,17,3,0,2,7,2,0.202380952,0.30952381,0,0,0,0,0,31
FALSE,15,5258,688,1376,243,38,34,510,99,0.261696463,0.34176493,0,0,0,0,0,2112
FALSE,2,35,2,5,1,0,0,0,1,0.142857143,0.171428571,0,0,0,0,0,7
FALSE,2,101,11,23,3,0,4,11,0,0.227722772,0.376237624,0,0,0,0,0,45
FALSE,14,4839,609,1308,248,40,118,611,151,0.270303782,0.411241992,1,0,0,0,0,2396
FALSE,6,478,42,108,20,2,5,53,3,0.225941423,0.307531381,0,0,0,0,0,174
FALSE,8,635,78,131,17,8,3,38,20,0.206299213,0.272440945,0,0,0,0,0,201
FALSE,5,227,44,46,11,2,1,10,13,0.202643172,0.281938326,0,0,0,0,0,78
FALSE,11,4266,501,1046,183,21,137,547,17,0.245194562,0.394280356,0,0,0,0,0,2023
FALSE,1,21,4,4,1,0,0,3,0,0.19047619,0.238095238,0,0,0,0,0,6
FALSE,9,2856,316,733,135,18,66,376,21,0.256652661,0.385854342,0,0,0,0,0,1321
FALSE,7,1609,170,414,79,16,44,208,17,0.257302672,0.408328154,0,0,0,0,0,796
FALSE,1,117,13,28,6,2,1,17,2,0.239316239,0.35042735,0,0,0,0,0,50
FALSE,2,99,10,20,4,1,2,3,3,0.202020202,0.323232323,0,0,0,0,0,39
FALSE,9,773,84,198,31,4,5,84,1,0.25614489,0.326002587,0,0,0,0,0,292
FALSE,8,411,38,92,15,0,9,51,0,0.223844282,0.326034063,0,0,0,0,0,158
FALSE,1,20,5,5,0,0,0,1,0,0.25,0.25,0,0,0,0,0,5
FALSE,11,3881,578,853,148,13,230,600,43,0.219788714,0.44241175,0,0,0,0,0,2108
FALSE,3,89,7,17,2,0,0,5,1,0.191011236,0.213483146,0,0,0,0,0,21
FALSE,7,1225,156,287,42,10,5,90,49,0.234285714,0.297142857,0,0,0,0,0,421
FALSE,10,2012,246,557,108,5,69,289,12,0.276838966,0.438369781,0,0,0,0,0,1064
FALSE,3,93,13,15,2,0,3,9,1,0.161290323,0.279569892,0,0,0,0,0,31
FALSE,1,8,0,2,1,0,0,2,0,0.25,0.375,0,0,0,0,0,4
FALSE,7,1760,286,493,58,26,5,117,148,0.280113636,0.351136364,0,0,0,0,0,707
FALSE,2,65,6,12,3,0,0,7,1,0.184615385,0.230769231,0,0,0,0,0,18
FALSE,2,14,4,4,1,1,1,4,0,0.285714286,0.714285714,0,0,0,0,0,13
FALSE,4,374,49,87,10,9,6,42,19,0.232620321,0.355614973,0,0,0,0,0,158
