InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,B,B,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,LastYearPlayed,ID
FALSE,FALSE,Johnny Jeter,6,873,108,213,2,3,18,69,28,0.243986254295533,0.359679266895762,0,0,0,0,0,369,1974,4163
FALSE,TRUE,John Kennedy,12,2110,237,475,2,3,32,185,14,0.225118483412322,0.323222748815166,0,0,0,0,0,808,1974,4165
FALSE,FALSE,Hal King,7,683,67,146,2,3,24,82,1,0.213762811127379,0.366032210834553,0,0,0,0,0,303,1974,4166
FALSE,FALSE,Remy Hermoso,4,223,25,47,2,3,0,8,6,0.210762331838565,0.233183856502242,0,0,0,0,0,56,1974,4168
FALSE,TRUE,Jim Hickman,13,3974,518,1002,2,3,159,560,17,0.252138902868646,0.425767488676397,1,0,0,0,0,2039,1974,4169
FALSE,FALSE,Dick Green,12,4007,427,960,2,3,80,422,26,0.239580733715997,0.347142500623908,0,0,0,0,0,1639,1974,4171
FALSE,FALSE,Carmen Fanzone,5,588,66,132,2,3,20,94,3,0.224489795918367,0.372448979591837,0,0,0,0,0,266,1974,4172
FALSE,FALSE,John Fuller,1,3,1,1,2,3,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,1,1974,4174
FALSE,TRUE,Phil Gagliano,12,1411,150,336,2,3,14,159,5,0.238128986534373,0.313253012048193,0,0,0,0,0,513,1974,4175
FALSE,FALSE,Chuck Goggin,3,99,19,29,2,3,0,7,0,0.292929292929293,0.343434343434343,0,0,0,0,0,39,1974,4177
FALSE,FALSE,Danny Godby,1,13,2,2,2,3,0,1,0,0.153846153846154,0.153846153846154,0,0,0,0,0,2,1974,4178
FALSE,FALSE,Rick Stelmaszek,3,88,4,15,2,3,1,10,0,0.170454545454545,0.238636363636364,0,0,0,0,0,25,1974,4180
FALSE,TRUE,Duke Sims,11,2422,263,580,2,3,100,310,6,0.239471511147812,0.401321222130471,0,0,0,0,0,1158,1974,4181
FALSE,FALSE,Dave Schneck,3,413,32,82,2,3,8,35,4,0.198547215496368,0.309927360774818,0,0,0,0,0,154,1974,4183
FALSE,FALSE,Ron Woods,6,1247,162,290,2,3,26,130,27,0.232558139534884,0.341619887730553,0,0,0,0,0,498,1974,4184
FALSE,FALSE,Bernie Williams,4,172,23,33,2,3,4,15,2,0.191860465116279,0.308139534883721,0,0,0,0,0,64,1974,4186
FALSE,TRUE,Denis Menke,13,5071,605,1270,2,3,101,606,34,0.250443699467561,0.370341155590613,2,0,0,0,0,2244,1974,4187
FALSE,FALSE,Rich Morales,8,1053,81,205,2,3,6,64,7,0.194681861348528,0.242165242165242,0,0,0,0,0,290,1974,4189
FALSE,FALSE,Curt Motton,8,567,85,121,2,3,25,89,5,0.213403880070547,0.384479717813051,0,0,0,0,0,264,1974,4190
FALSE,TRUE,Ivan Murrell,10,1306,126,308,2,3,33,123,20,0.23583460949464,0.366003062787136,0,0,0,0,0,567,1974,4192
FALSE,TRUE,Rick Reichardt,11,3307,391,864,2,3,116,445,40,0.261263985485334,0.413970365890535,0,0,0,0,0,1618,1974,4193
FALSE,FALSE,Glenn Redmon,1,17,0,4,2,3,0,4,0,0.235294117647059,0.411764705882353,0,0,0,0,0,10,1974,4195
FALSE,FALSE,Reggie Sanders,1,99,12,27,2,3,3,10,1,0.272727272727273,0.434343434343434,0,0,0,0,0,53,1974,4196
FALSE,TRUE,Paul Schaal,11,3555,436,869,2,3,57,323,43,0.244444444444444,0.344303797468354,0,0,0,0,0,1439,1974,4198
FALSE,FALSE,Rich Puig,1,10,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1974,4199
FALSE,FALSE,Bob Oliver,8,2914,293,745,2,3,94,419,17,0.255662319835278,0.400480439258751,0,0,0,0,0,1382,1975,4201
FALSE,FALSE,Brock Pemberton,2,24,0,4,2,3,0,1,0,0.166666666666667,0.166666666666667,0,0,0,0,0,4,1975,4202
FALSE,FALSE,Paul Popovich,11,1732,176,403,2,3,14,134,4,0.232678983833718,0.291570438799076,0,0,0,0,0,570,1975,4204
FALSE,FALSE,Mike Poepping,1,37,0,5,2,3,0,1,0,0.135135135135135,0.162162162162162,0,0,0,0,0,7,1975,4205
FALSE,TRUE,Vada Pinson,18,9645,1365,2757,2,3,256,1169,305,0.285847589424572,0.442094349403836,2,0,0,1,0,5132,1975,4207
FALSE,FALSE,Jack Pierce,3,199,20,42,2,3,8,22,0,0.21105527638191,0.371859296482412,0,0,0,0,0,89,1975,4208
FALSE,FALSE,Mike Rogodzinski,3,114,17,25,2,3,2,12,0,0.219298245614035,0.307017543859649,0,0,0,0,0,41,1975,4210
FALSE,FALSE,Tom Robson,2,48,5,10,2,3,0,4,0,0.208333333333333,0.229166666666667,0,0,0,0,0,12,1975,4211
FALSE,TRUE,Jim Northrup,12,4692,603,1254,2,3,153,610,39,0.267263427109974,0.429454390451833,0,0,0,0,0,2428,1975,4213
FALSE,FALSE,Bobby Mitchell,5,609,86,143,2,3,21,91,14,0.234811165845649,0.405582922824302,0,0,0,0,0,303,1975,4214
FALSE,FALSE,Jerry Moses,9,1072,89,269,2,3,25,109,1,0.250932835820896,0.380597014925373,1,0,0,0,0,489,1975,4216
FALSE,FALSE,Charlie Manuel,6,384,25,76,2,3,4,43,1,0.197916666666667,0.260416666666667,0,0,0,0,0,116,1975,4217
FALSE,FALSE,Tom Lundstedt,3,65,3,6,2,3,0,1,0,0.0923076923076923,0.0923076923076923,0,0,0,0,0,6,1975,4219
FALSE,TRUE,Dick McAuliffe,16,6185,888,1530,2,3,197,697,63,0.247372675828618,0.403233629749394,3,0,0,0,0,2993,1975,4220
FALSE,FALSE,Tommy McCraw,13,3956,484,972,2,3,75,404,143,0.245702730030334,0.361476238624874,0,0,0,0,0,1696,1975,4222
FALSE,FALSE,Herb Washington,2,0,33,0,2,3,0,0,31,0,0,0,0,0,0,0,0,1975,4223
FALSE,FALSE,Dick Sharon,3,467,46,102,2,3,13,46,6,0.218415417558887,0.34475374732334,0,0,0,0,0,194,1975,4225
FALSE,FALSE,Frank Tepedino,8,507,50,122,2,3,6,58,4,0.240631163708087,0.305719921104536,0,0,0,0,0,175,1975,4226
FALSE,FALSE,Bob Gallagher,4,255,34,56,2,3,2,13,1,0.219607843137255,0.274509803921569,0,0,0,0,0,79,1975,4228
FALSE,FALSE,Larry Fritz,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1975,4229
FALSE,FALSE,Don Hahn,7,997,104,235,2,3,7,74,11,0.235707121364092,0.302908726178536,0,0,0,0,0,351,1975,4231
FALSE,FALSE,Dave Hilton,4,506,40,108,2,3,6,33,6,0.213438735177866,0.298418972332016,0,0,0,0,0,179,1975,4232
FALSE,FALSE,John Knox,4,219,21,60,2,3,0,11,7,0.273972602739726,0.301369863013699,0,0,0,0,0,71,1975,4234
FALSE,FALSE,Gene Lamont,5,159,15,37,2,3,4,14,1,0.232704402515723,0.371069182389937,0,0,0,0,0,72,1975,4235
FALSE,FALSE,Winston Llenas,6,531,50,122,2,3,3,61,0,0.229755178907721,0.278719397363465,0,0,0,0,0,168,1975,4237
FALSE,FALSE,Jack Lind,2,37,5,5,2,3,0,1,1,0.135135135135135,0.189189189189189,0,0,0,0,0,9,1975,4238
FALSE,FALSE,Tom Kelly,1,127,11,23,2,3,1,11,0,0.181102362204724,0.244094488188976,0,0,0,0,0,37,1975,4240
FALSE,FALSE,Gene Hiser,5,263,34,53,2,3,1,18,6,0.201520912547529,0.239543726235741,0,0,0,0,0,71,1975,4241
FALSE,FALSE,Buddy Hunter,3,17,5,5,2,3,0,2,0,0.294117647058824,0.411764705882353,0,0,0,0,0,9,1975,4243
FALSE,FALSE,Jim Hutto,2,97,7,17,2,3,3,12,0,0.175257731958763,0.288659793814433,0,0,0,0,0,33,1975,4244
FALSE,FALSE,John Balaz,2,162,14,39,2,3,2,15,0,0.240740740740741,0.339506172839506,0,0,0,0,0,66,1975,4246
FALSE,TRUE,Glenn Beckert,11,5208,685,1473,2,3,22,360,49,0.282834101382488,0.345046082949309,4,0,0,1,0,2046,1975,4247
FALSE,FALSE,Bob Allietta,1,45,4,8,2,3,1,2,0,0.177777777777778,0.266666666666667,0,0,0,0,0,14,1975,4249
FALSE,FALSE,Kim Andrew,1,2,0,1,2,3,0,0,0,0.5,0.5,0,0,0,0,0,1,1975,4250
FALSE,TRUE,Ken Berry,14,4136,422,1053,2,3,58,343,45,0.254593810444874,0.344052224371373,1,0,0,2,0,1654,1975,4252
FALSE,FALSE,Tommy Bianco,1,34,6,6,2,3,0,0,0,0.176470588235294,0.205882352941176,0,0,0,0,0,8,1975,4253
FALSE,FALSE,Dick Billings,8,1231,101,280,2,3,16,142,6,0.227457351746548,0.303818034118603,0,0,0,0,0,435,1975,4255
FALSE,FALSE,Ed Brinkman,15,6045,550,1355,2,3,60,461,30,0.224152191894127,0.299751861042184,1,0,0,1,0,2111,1975,4256
FALSE,FALSE,Jake Brown,1,43,6,9,2,3,0,4,0,0.209302325581395,0.27906976744186,0,0,0,0,0,15,1975,4258
FALSE,TRUE,Gates Brown,13,2262,330,582,2,3,84,322,30,0.257294429708223,0.419982316534041,0,0,0,0,0,1131,1975,4259
FALSE,TRUE,Leo Cardenas,16,6707,662,1725,2,3,118,689,39,0.257193976442523,0.367079171015357,5,0,0,1,0,2914,1975,4261
FALSE,FALSE,Danny Cater,12,4451,491,1229,2,3,66,519,26,0.276117726353628,0.376544596719838,0,0,0,0,0,1962,1975,4262
FALSE,FALSE,Tom Egan,10,979,74,196,2,3,22,91,2,0.200204290091931,0.299284984678243,0,0,0,0,0,343,1975,4264
FALSE,FALSE,Rob Ellis,3,166,16,38,2,3,0,10,0,0.228915662650602,0.253012048192771,0,0,0,0,0,46,1975,4265
FALSE,FALSE,Ron Dunn,2,112,8,27,2,3,3,21,0,0.241071428571429,0.410714285714286,0,0,0,0,0,59,1975,4267
FALSE,FALSE,Jesus de la Rosa,1,3,1,1,2,3,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,3,1975,4268
FALSE,FALSE,Dave Duncan,11,2885,274,617,2,3,109,341,5,0.213864818024263,0.35736568457539,1,0,0,0,0,1223,1976,4270
FALSE,FALSE,George Enright,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1976,4271
FALSE,FALSE,Nate Colbert,10,3422,481,833,2,3,173,520,52,0.243424897720631,0.450905902980713,3,0,0,0,0,1882,1976,4273
FALSE,FALSE,Jim Cox,4,307,33,66,2,3,3,33,3,0.214983713355049,0.293159609120521,0,0,0,0,0,106,1976,4274
FALSE,FALSE,Doug Clarey,1,4,2,1,2,3,1,2,0,0.25,1,0,0,0,0,0,5,1976,4276
FALSE,FALSE,Charlie Chant,2,19,1,2,2,3,0,0,0,0.105263157894737,0.105263157894737,0,0,0,0,0,2,1976,4277
FALSE,FALSE,Buddy Bradford,11,1605,224,363,2,3,52,175,36,0.226168224299065,0.364485981308411,0,0,0,0,0,695,1976,4279
FALSE,FALSE,Chris Arnold,6,435,47,103,2,3,4,51,1,0.236781609195402,0.314942528735632,0,0,0,0,0,158,1976,4280
FALSE,FALSE,Billy Baldwin,2,117,12,27,2,3,5,13,2,0.230769230769231,0.41025641025641,0,0,0,0,0,58,1976,4283
FALSE,FALSE,Don Hopkins,2,6,25,1,2,3,0,0,21,0.166666666666667,0.166666666666667,0,0,0,0,0,1,1976,4285
FALSE,FALSE,Doug Howard,5,217,19,46,2,3,1,22,2,0.211981566820276,0.258064516129032,0,0,0,0,0,63,1976,4286
FALSE,FALSE,Al Javier,1,24,1,5,2,3,0,0,0,0.208333333333333,0.208333333333333,0,0,0,0,0,5,1976,4288
FALSE,TRUE,Cleon Jones,13,4263,565,1196,2,3,93,524,91,0.280553600750645,0.40441003987802,1,0,0,0,0,2033,1976,4289
FALSE,FALSE,Leron Lee,8,1617,173,404,2,3,31,152,19,0.249845392702536,0.374768089053803,0,0,0,0,0,733,1976,4291
FALSE,FALSE,Marv Lane,5,179,23,37,2,3,3,17,2,0.206703910614525,0.29608938547486,0,0,0,0,0,62,1976,4292
FALSE,FALSE,Jay Kleven,1,5,0,1,2,3,0,2,0,0.2,0.2,0,0,0,0,0,1,1976,4294
FALSE,FALSE,Bob Hansen,2,149,12,36,2,3,2,13,2,0.241610738255034,0.328859060402685,0,0,0,0,0,57,1976,4295
FALSE,TRUE,Bill Freehan,15,6073,706,1591,2,3,200,758,24,0.261979252428783,0.411987485591964,11,0,0,5,0,2978,1976,4297
FALSE,FALSE,Adrian Garrett,8,276,30,51,2,3,11,37,4,0.184782608695652,0.333333333333333,0,0,0,0,0,111,1976,4298
FALSE,FALSE,Danny Thompson,7,2218,189,550,2,3,15,194,8,0.247971145175834,0.309738503155996,0,0,0,0,0,783,1976,4300
FALSE,TRUE,Cesar Tovar,12,5569,834,1546,2,3,46,435,226,0.277608188184593,0.367570479439756,0,0,0,0,0,2401,1976,4301
FALSE,FALSE,Pete Varney,4,190,18,47,2,3,5,15,2,0.247368421052632,0.373684210526316,0,0,0,0,0,84,1976,4303
FALSE,FALSE,Bill Sharp,4,1104,122,281,2,3,9,95,3,0.254528985507246,0.340579710144928,0,0,0,0,0,445,1976,4304
FALSE,FALSE,Andy Merchant,2,6,1,2,2,3,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,2,1976,4307
FALSE,FALSE,Angel Mangual,7,1241,122,304,2,3,22,125,5,0.244963738920226,0.346494762288477,0,0,0,0,0,504,1976,4309
FALSE,FALSE,Mike Miley,2,262,21,46,2,3,4,30,1,0.175572519083969,0.255725190839695,0,0,0,0,0,78,1976,4310
FALSE,FALSE,Dave Moates,3,312,42,81,2,3,3,27,15,0.259615384615385,0.346153846153846,0,0,0,0,0,128,1976,4312
FALSE,FALSE,Sergio Robles,3,21,0,2,2,3,0,0,0,0.0952380952380952,0.0952380952380952,0,0,0,0,0,2,1976,4313
FALSE,FALSE,Lee Richard,5,492,71,103,2,3,2,29,12,0.209349593495935,0.270325203252033,0,0,0,0,0,153,1976,4315
FALSE,FALSE,Ellie Rodriguez,9,2173,220,533,2,3,16,203,17,0.245283018867925,0.307869305108145,2,0,0,0,0,767,1976,4316
FALSE,FALSE,Tommy Sandt,2,67,6,14,2,3,0,3,0,0.208955223880597,0.223880597014925,0,0,0,0,0,16,1976,4318
FALSE,TRUE,Rico Petrocelli,13,5390,653,1352,2,3,210,773,10,0.250834879406308,0.419851576994434,2,0,0,0,0,2732,1976,4319
FALSE,FALSE,Ken Pape,1,23,7,5,2,3,1,4,0,0.217391304347826,0.391304347826087,0,0,0,0,0,11,1976,4321
FALSE,FALSE,Dave Oliver,1,22,2,7,2,3,0,3,0,0.318181818181818,0.409090909090909,0,0,0,0,0,10,1977,4322
FALSE,FALSE,Mike Potter,2,23,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1977,4324
FALSE,TRUE,Doug Rader,11,5186,631,1302,2,3,155,722,37,0.25106054762823,0.403008098727343,0,0,0,5,0,2529,1977,4325
FALSE,FALSE,Ken Rudolph,9,743,55,158,2,3,6,64,2,0.212651413189771,0.27321668909825,0,0,0,0,0,234,1977,4327
FALSE,TRUE,Cookie Rojas,16,6309,713,1660,2,3,54,593,74,0.263116183230306,0.336978919004597,5,0,0,0,0,2459,1977,4328
FALSE,FALSE,Craig Robinson,6,718,80,157,2,3,0,42,12,0.21866295264624,0.256267409470752,0,0,0,0,0,205,1977,4330
FALSE,TRUE,Felix Millan,12,5791,699,1617,2,3,22,403,67,0.279226385771024,0.343291314108099,3,0,0,2,0,2277,1977,4333
FALSE,FALSE,Nyls Nyman,4,357,43,85,2,3,2,33,12,0.238095238095238,0.302521008403361,0,0,0,0,0,123,1977,4334
FALSE,FALSE,Pepe Mangual,6,972,155,235,2,3,16,83,64,0.241769547325103,0.339506172839506,0,0,0,0,0,387,1977,4336
FALSE,FALSE,Sheldon Mallory,1,126,19,27,2,3,0,5,12,0.214285714285714,0.261904761904762,0,0,0,0,0,38,1977,4337
FALSE,FALSE,Luis Melendez,8,1477,167,366,2,3,9,122,18,0.247799593771158,0.317535545023697,0,0,0,0,0,541,1977,4339
FALSE,TRUE,Ken McMullen,16,5131,568,1273,2,3,156,606,20,0.248099785616839,0.38296628337556,0,0,0,0,0,2319,1977,4340
FALSE,FALSE,Rich McKinney,7,886,79,199,2,3,20,100,4,0.224604966139955,0.328442437923251,0,0,0,0,0,341,1977,4342
FALSE,TRUE,Carlos May,10,4120,545,1127,2,3,90,536,85,0.273543689320388,0.391990291262136,2,0,0,0,0,1900,1977,4343
FALSE,FALSE,Mark Williams,1,2,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,1977,4345
FALSE,FALSE,Earl Williams,8,3058,361,756,2,3,138,457,2,0.247220405493787,0.424133420536298,0,0,0,0,0,1556,1977,4346
FALSE,FALSE,Tom Shopay,7,309,40,62,2,3,3,20,11,0.200647249190939,0.258899676375405,0,0,0,0,0,91,1977,4348
FALSE,FALSE,John Scott,3,257,35,57,2,3,2,15,13,0.221789883268482,0.280155642023346,0,0,0,0,0,83,1977,4349
FALSE,FALSE,Rob Sperring,4,473,48,100,2,3,3,30,1,0.211416490486258,0.26215644820296,0,0,0,0,0,141,1977,4351
FALSE,FALSE,Tommy Smith,5,271,28,63,2,3,4,21,9,0.232472324723247,0.317343173431734,0,0,0,0,0,99,1977,4352
FALSE,FALSE,Hector Torres,9,1738,148,375,2,3,18,115,7,0.215765247410817,0.281357882623705,0,0,0,0,0,560,1977,4354
FALSE,FALSE,Dan Thomas,2,175,24,48,2,3,6,26,1,0.274285714285714,0.457142857142857,0,0,0,0,0,97,1977,4355
FALSE,FALSE,Pedro Garcia,5,1797,196,395,2,3,37,184,35,0.219810795770729,0.347801892042293,0,0,0,0,0,766,1977,4357
FALSE,FALSE,Jim Fuller,3,315,24,61,2,3,11,41,1,0.193650793650794,0.352380952380952,0,0,0,0,0,139,1977,4358
FALSE,FALSE,John Flannery,1,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1977,4360
FALSE,FALSE,Terry Harmon,10,1125,164,262,2,3,4,72,17,0.232888888888889,0.292444444444444,0,0,0,0,0,376,1977,4361
FALSE,FALSE,Jack Heidemann,8,1093,94,231,2,3,9,75,5,0.211344922232388,0.268069533394328,0,0,0,0,0,333,1977,4363
FALSE,FALSE,Bob Heise,11,1144,104,283,2,3,1,86,3,0.247377622377622,0.292832167832168,0,0,0,0,0,382,1977,4364
FALSE,FALSE,Ed Goodson,8,1266,108,329,2,3,30,170,1,0.259873617693523,0.374407582938389,0,0,0,0,0,557,1977,4366
FALSE,FALSE,Bob Gorinski,1,118,14,23,2,3,3,22,1,0.194915254237288,0.322033898305085,0,0,0,0,0,46,1977,4367
FALSE,FALSE,Ed Kirkpatrick,16,3467,411,824,2,3,85,424,34,0.23766945486011,0.362849725987886,0,0,0,0,0,1504,1977,4369
FALSE,FALSE,Joe Lis,8,780,96,182,2,3,32,92,1,0.233333333333333,0.398717948717949,0,0,0,0,0,375,1977,4370
FALSE,FALSE,Skip Jutze,6,656,45,141,2,3,3,51,1,0.214939024390244,0.259146341463415,0,0,0,0,0,190,1977,4372
FALSE,TRUE,Randy Hundley,14,3442,311,813,2,3,82,381,12,0.236199883788495,0.349506101104009,1,0,0,1,0,1416,1977,4373
FALSE,FALSE,Lew Beasley,1,32,5,7,2,3,0,3,1,0.21875,0.25,0,0,0,0,0,9,1977,4375
FALSE,FALSE,Bob Adams,1,24,2,6,2,3,2,2,0,0.25,0.541666666666667,0,0,0,0,0,16,1977,4376
FALSE,TRUE,Dick Allen,15,6332,1099,1848,2,3,351,1119,133,0.291850915982312,0.533638660770689,7,1,0,0,0,4129,1977,4378
FALSE,FALSE,Ed Armbrister,5,265,46,65,2,3,4,19,15,0.245283018867925,0.377358490566038,0,0,0,0,0,121,1977,4379
FALSE,FALSE,Steve Bowling,2,236,23,47,2,3,1,15,2,0.199152542372881,0.26271186440678,0,0,0,0,0,74,1977,4381
FALSE,FALSE,Ken Boswell,11,2517,266,625,2,3,31,244,27,0.248311481922924,0.336511720301947,0,0,0,0,0,988,1977,4382
FALSE,FALSE,Mike Buskey,1,7,1,2,2,3,0,1,0,0.285714285714286,0.571428571428571,0,0,0,0,0,5,1977,4384
FALSE,FALSE,Craig Cacek,1,20,0,1,2,3,0,1,0,0.05,0.05,0,0,0,0,0,1,1977,4385
FALSE,FALSE,Tommy Cruz,2,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1977,4387
FALSE,FALSE,Willie Crawford,14,3435,507,921,2,3,86,419,47,0.268122270742358,0.407860262008734,0,0,0,0,0,1674,1977,4388
FALSE,FALSE,Denny Doyle,8,3290,357,823,2,3,16,237,38,0.250151975683891,0.316109422492401,0,0,0,0,0,1197,1977,4390
FALSE,FALSE,Jerry DaVanon,8,499,73,117,2,3,3,50,3,0.234468937875752,0.314629258517034,0,0,0,0,0,186,1977,4391
FALSE,FALSE,Puchy Delgado,1,22,4,4,2,3,0,2,0,0.181818181818182,0.181818181818182,0,0,0,0,0,4,1977,4393
FALSE,FALSE,Kerry Dineen,3,37,3,12,2,3,0,2,1,0.324324324324324,0.378378378378378,0,0,0,0,0,16,1978,4394
FALSE,FALSE,Andy Etchebarren,15,2618,245,615,2,3,49,309,13,0.234912146676853,0.342627960275019,2,0,0,0,0,1064,1978,4396
FALSE,FALSE,Mike Eden,2,25,1,2,2,3,0,1,0,0.08,0.08,0,0,0,0,0,2,1978,4397
FALSE,FALSE,Henry Cruz,4,280,32,64,2,3,8,34,1,0.228571428571429,0.360714285714286,0,0,0,0,0,119,1978,4399
FALSE,FALSE,Dave Cripe,1,13,1,2,2,3,0,1,0,0.153846153846154,0.153846153846154,0,0,0,0,0,2,1978,4400
FALSE,FALSE,Rich Chiles,6,618,68,157,2,3,6,76,1,0.254045307443366,0.349514563106796,0,0,0,0,0,261,1978,4402
FALSE,FALSE,Tony Castillo,1,8,0,1,2,3,0,1,0,0.125,0.125,0,0,0,0,0,1,1978,4403
FALSE,FALSE,Lyman Bostock,4,2004,305,624,2,3,23,250,45,0.311377245508982,0.426646706586826,0,0,0,0,0,1010,1978,4405
FALSE,FALSE,Jim Breazeale,4,179,20,40,2,3,9,33,0,0.223463687150838,0.402234636871508,0,0,0,0,0,86,1978,4406
FALSE,FALSE,Ron Blomberg,8,1333,184,391,2,3,52,224,6,0.293323330832708,0.472618154538635,0,0,0,0,0,757,1978,4408
FALSE,FALSE,Jose Baez,2,355,47,87,2,3,1,19,7,0.245070422535211,0.304225352112676,0,0,0,0,0,125,1978,4409
FALSE,FALSE,Mike Adams,5,118,27,23,2,3,3,9,2,0.194915254237288,0.313559322033898,0,0,0,0,0,45,1978,4411
FALSE,FALSE,Butch Alberts,1,18,1,5,2,3,0,0,0,0.277777777777778,0.333333333333333,0,0,0,0,0,7,1978,4412
FALSE,TRUE,Bob Bailey,17,6082,772,1564,2,3,189,773,85,0.257152252548504,0.402992436698454,0,0,0,0,0,2917,1978,4414
FALSE,FALSE,Wilbur Howard,6,1068,149,267,2,3,6,71,60,0.25,0.322097378277154,0,0,0,0,0,398,1978,4415
FALSE,FALSE,Skip James,2,36,8,6,2,3,0,6,1,0.166666666666667,0.222222222222222,0,0,0,0,0,10,1978,4417
FALSE,TRUE,Davey Johnson,13,4797,564,1252,2,3,136,609,33,0.260996456118407,0.404002501563477,4,0,0,3,0,2334,1978,4418
FALSE,FALSE,Carlos Lopez,3,500,61,130,2,3,12,54,23,0.26,0.384,0,0,0,0,0,229,1978,4420
FALSE,FALSE,Art Kusnyer,6,313,21,55,2,3,3,21,1,0.175718849840256,0.230031948881789,0,0,0,0,0,82,1978,4421
FALSE,FALSE,Mike Gordon,2,28,0,2,2,3,0,2,0,0.0714285714285714,0.0714285714285714,0,0,0,0,0,2,1978,4423
FALSE,FALSE,Mike Grace,1,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1978,4424
FALSE,FALSE,Tom Heintzelman,4,140,17,34,2,3,3,12,0,0.242857142857143,0.342857142857143,0,0,0,0,0,56,1978,4426
FALSE,FALSE,Enzo Hernandez,8,2327,241,522,2,3,2,113,129,0.224323162870649,0.266437473141384,0,0,0,0,0,701,1978,4427
FALSE,FALSE,Fran Healy,9,1326,145,332,2,3,20,141,30,0.250377073906486,0.349924585218703,0,0,0,0,0,550,1978,4429
FALSE,TRUE,Ron Fairly,21,7184,931,1913,2,3,215,1044,35,0.266286191536748,0.407989977728285,2,0,0,0,0,3486,1978,4430
FALSE,FALSE,Tito Fuentes,13,5566,610,1491,2,3,45,438,80,0.267876392382321,0.346568451311534,0,0,0,0,0,2231,1978,4432
FALSE,FALSE,Jerry Fry,1,9,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1978,4433
FALSE,FALSE,Wayne Garrett,10,3285,438,786,2,3,61,340,38,0.239269406392694,0.340943683409437,0,0,0,0,0,1310,1978,4435
FALSE,FALSE,Art Gardner,3,99,12,16,2,3,0,5,1,0.161616161616162,0.161616161616162,0,0,0,0,0,16,1978,4436
FALSE,FALSE,Rod Gilbreath,7,1436,164,356,2,3,14,125,25,0.247910863509749,0.329387186629526,0,0,0,0,0,547,1978,4438
FALSE,FALSE,Jerry Tabb,3,177,10,40,2,3,6,20,0,0.225988700564972,0.344632768361582,0,0,0,0,0,70,1978,4439
FALSE,FALSE,Bobby Thompson,1,120,23,27,2,3,2,12,7,0.225,0.35,0,0,0,0,0,50,1978,4441
FALSE,FALSE,Hank Small,1,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1978,4442
FALSE,FALSE,Steve Staggs,2,369,47,94,2,3,2,28,7,0.254742547425474,0.349593495934959,0,0,0,0,0,152,1978,4444
FALSE,FALSE,Leroy Stanton,9,2575,294,628,2,3,77,358,36,0.243883495145631,0.387961165048544,0,0,0,0,0,1203,1978,4445
FALSE,FALSE,Mike Sember,2,7,2,2,2,3,0,0,0,0.285714285714286,0.285714285714286,0,0,0,0,0,2,1978,4447
FALSE,FALSE,Luis Silverio,1,11,7,6,2,3,0,3,1,0.545454545454545,0.909090909090909,0,0,0,0,0,13,1978,4448
FALSE,FALSE,Jeff Yurak,1,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1978,4450
FALSE,FALSE,George Zeber,2,71,8,21,2,3,3,10,0,0.295774647887324,0.464788732394366,0,0,0,0,0,39,1978,4451
FALSE,FALSE,Dave May,12,3670,462,920,2,3,96,422,60,0.250681198910082,0.375476839237057,1,0,0,0,0,1624,1978,4453
FALSE,FALSE,Jerry Maddox,1,14,1,3,2,3,0,1,0,0.214285714285714,0.214285714285714,0,0,0,0,0,3,1978,4454
FALSE,FALSE,Jim Obradovich,1,17,3,3,2,3,0,2,0,0.176470588235294,0.294117647058824,0,0,0,0,0,6,1978,4456
FALSE,FALSE,Scott Meyer,1,9,1,1,2,3,0,0,0,0.111111111111111,0.222222222222222,0,0,0,0,0,3,1978,4457
FALSE,FALSE,Pat Rockett,3,411,33,88,2,3,1,28,2,0.214111922141119,0.250608272506083,0,0,0,0,0,116,1978,4459
FALSE,FALSE,Bob Reece,1,11,2,2,2,3,0,3,0,0.181818181818182,0.272727272727273,0,0,0,0,0,4,1978,4460
FALSE,FALSE,Marty Perez,10,3131,313,771,2,3,22,241,11,0.246247205365698,0.315873522836155,0,0,0,0,0,1141,1978,4462
FALSE,FALSE,Kevin Pasley,4,122,8,31,2,3,1,9,0,0.254098360655738,0.336065573770492,0,0,0,0,0,49,1978,4463
FALSE,FALSE,Ed Putman,3,71,6,17,2,3,2,7,0,0.23943661971831,0.366197183098592,0,0,0,0,0,31,1979,4465
